+--------------------------------------------------------------------------------------------------------+--------+-------------+------------+----------+
| SCOPE:NAME                                                                                             | GUID   | ADLER32     | FILESIZE   | EVENTS   |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ec653bf6-400a-4364-855b-0455eb89445d.root   | (None) | ad:dbe7109a | 4.145 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ec98fdb9-7d41-4c2f-94c9-6a72c2bc1709.root   | (None) | ad:2c552ebd | 3.131 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ed54c89f-80a2-436c-b809-1f33e55a2bee.root   | (None) | ad:10edcf3b | 4.179 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ee5a98d3-e864-4686-978a-7f52f0a0a1e5.root   | (None) | ad:85cc8fa3 | 3.841 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ef2830ea-9d94-45cd-833d-87ca802cb2cd.root   | (None) | ad:37146328 | 3.252 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ef82bfe0-060f-4f60-842b-66232a78bf0e.root   | (None) | ad:556f5955 | 3.773 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f1a19491-f1cb-43d7-81e3-a4c3fce0571e.root   | (None) | ad:3a927994 | 3.825 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f21266aa-2595-4519-9f36-11be4b029919.root   | (None) | ad:b6419f26 | 4.092 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f21b2d38-cab4-462f-9af4-ef5a192d84f9.root   | (None) | ad:b8c9cdb0 | 2.983 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f5df3f96-066e-4616-8eb9-08c7a6892fe4.root   | (None) | ad:b465e263 | 3.692 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f665bd6c-3f42-4474-8917-75438c1a8421.root   | (None) | ad:7b3e1930 | 3.570 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f737c7ea-738b-4a51-b013-fa08477015d8.root   | (None) | ad:387cda29 | 3.801 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f73a150f-5199-4a0b-89af-844415262a52.root   | (None) | ad:0d9720ba | 4.093 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f73fb930-5d86-4412-bcaa-c6cff8a996b6.root   | (None) | ad:7fd2102c | 3.116 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f75bbfa5-3220-46ce-9c78-a873e3a06977.root   | (None) | ad:d98bc66c | 3.771 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f91175f2-453d-4ac6-bd52-6016707ad112.root   | (None) | ad:23a2169d | 3.089 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fa03eba3-4dc4-41f3-ad6a-1eba8396e9c6.root   | (None) | ad:d1258e0a | 4.004 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fa8a2ae7-0492-43d8-9fae-1f358c7456e0.root   | (None) | ad:63b48d07 | 2.877 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fc1fe117-315a-4339-a5fd-b9bc763d4d24.root   | (None) | ad:a49d3a08 | 2.941 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fe7d25d2-0920-48fe-a848-acb412f6a2b4.root   | (None) | ad:bd2c46e4 | 3.358 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fea0b3c5-61dc-416b-bf85-a20da1b4fe0d.root   | (None) | ad:662fc859 | 4.003 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ff3cc1bd-0f70-4298-aabe-fb12abb467ef.root   | (None) | ad:ccd030c5 | 4.078 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ffb27b04-6b24-4217-b8a5-a6998e7b2cdd.root   | (None) | ad:8948a54e | 3.516 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/710000/757f9c02-6d6b-4850-84fa-edb2eaea2d57.root  | (None) | ad:035cfae0 | 2.171 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6ebda649-46c8-431a-8876-7e62bca97cee.root   | (None) | ad:fe0a3c2f | 961.008 MB |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/16d5a8f3-b778-4379-a3af-330a27fd1888.root | (None) | ad:413f5a13 | 9.406 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/ade6e74a-553a-40ca-911c-793df6ce0554.root | (None) | ad:f2e1787a | 8.141 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/af722f2d-9527-4b32-a0f3-075c1042689b.root | (None) | ad:42a47f81 | 9.026 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/c7f3fbb6-7347-4899-b9ea-b0290b7da8d4.root | (None) | ad:8f7c62fe | 235.607 MB |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/03acbc49-b35c-4263-a9a3-c0f1b7b9241a.root   | (None) | ad:aa7b2c74 | 3.881 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/05e5b9d7-466a-4918-8b90-33b10de3abd5.root   | (None) | ad:53daa0ff | 3.840 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/06b3bf57-c221-43e0-8434-9d6be3f69063.root   | (None) | ad:d45a5a2f | 4.190 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/086e4db2-e3df-4a80-b3ad-04b50ca27752.root   | (None) | ad:97c719b1 | 3.361 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/0b54062e-a999-4729-b54c-455a513a408d.root   | (None) | ad:e39585f4 | 3.595 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/0eac3700-ae49-41a6-8eff-38aa3f220cb5.root   | (None) | ad:5c06a480 | 4.079 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/0f184b8f-50e6-4305-964c-9fecf9a8d944.root   | (None) | ad:643f8a5d | 3.880 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/111ae616-576c-4f53-b085-fc75b8c95c5e.root   | (None) | ad:6bee06c9 | 3.168 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/11cbd241-6437-48c0-9041-4a5bb003754b.root   | (None) | ad:56ccddd5 | 3.899 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/14bafa72-9694-44f2-8601-e7b77805e00b.root   | (None) | ad:477c9ab9 | 4.080 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/1cbb9c0e-ec2a-473a-808f-1410278df8cf.root   | (None) | ad:9ca28a45 | 3.647 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/1dfd0140-bfc5-4046-9c3f-51231e652b84.root   | (None) | ad:49c7fb58 | 3.899 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/29dabd76-6159-425b-ae5a-987ea486fc97.root   | (None) | ad:f76112cb | 2.863 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/2ab3c9e5-7b26-4339-b222-12285c827b6c.root   | (None) | ad:b10ae875 | 4.069 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/2eee1909-0a88-41c5-80bc-ac60aa7f2144.root   | (None) | ad:3e06c80f | 3.317 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/374d1fd6-1c22-4477-9de3-28c2885c2c8e.root   | (None) | ad:2906c2af | 3.434 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/382af971-1807-45f2-a349-92370542ab6f.root   | (None) | ad:f8b31db0 | 3.182 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/40399335-9d6b-4474-8c56-04efb375fd8b.root   | (None) | ad:9b8db91f | 4.180 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/430f4737-c116-445b-b65c-51719127d3a7.root   | (None) | ad:8def63c0 | 3.929 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/43b8e031-f435-4b89-838e-ced2a7667481.root   | (None) | ad:9cb82ad1 | 3.762 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/44969467-81c6-4408-ab9f-032a1c62df75.root   | (None) | ad:d68d31ef | 4.170 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/46b5a160-6621-4712-ae7c-dc2a81668d0c.root   | (None) | ad:cc6ae795 | 4.228 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/47f21ef6-f4b9-47de-a887-77f715ae940e.root   | (None) | ad:089a9129 | 4.002 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/4857a2e7-df0d-4b22-8413-e65eb5c4ca07.root   | (None) | ad:4138f399 | 3.866 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/50c77152-b27a-494d-805d-efd2cbb1b8e8.root   | (None) | ad:2b0f669b | 3.597 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/542d7137-1e5e-4e95-a02f-1a161f728667.root   | (None) | ad:60e2290a | 3.963 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/5820866c-01a1-4485-a8ee-54645981dc64.root   | (None) | ad:35a257b6 | 4.306 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6c125a66-9909-4fcb-a488-e522c09eee64.root   | (None) | ad:36d30682 | 3.075 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/74d303e9-0f92-45f7-a81b-0ce7ead9f0bb.root   | (None) | ad:45fd5227 | 4.062 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7d165886-50af-4975-a0d0-c58eda6457c3.root   | (None) | ad:f0bf9550 | 3.954 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/80d53674-14f4-4ab7-a7c5-53b31015d5cc.root   | (None) | ad:9e7fbb4a | 3.522 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/85fd2504-db7b-4985-b2c4-7df09a5042e2.root   | (None) | ad:375bf0cb | 3.236 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/863b5a54-0353-4518-adb4-2d575fc4ad08.root   | (None) | ad:c237ab7b | 3.192 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/86c8a402-3529-42c2-ac14-c3b76a6217b2.root   | (None) | ad:6934dce3 | 3.927 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/86c8bfd4-304b-4c4d-9d9f-6e43dbd4844f.root   | (None) | ad:d538c543 | 3.790 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/88a4db0b-7d37-4dfb-9922-6bb91c7e5484.root   | (None) | ad:a3be771c | 4.202 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8d221885-6537-4dae-af9c-28e9538eff45.root   | (None) | ad:b71184f8 | 4.157 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/948fa91c-c709-4b39-b82a-2af50f9fbac6.root   | (None) | ad:5ee831cc | 3.258 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9604dcb5-59b6-4934-9f0e-deb0fc34b8c0.root   | (None) | ad:a494a6ed | 4.304 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9aa048a5-8bac-4707-9a0d-41c76b9d84d2.root   | (None) | ad:840f135f | 3.469 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9c6db97c-d4ef-445d-b1b3-18d32bcd179b.root   | (None) | ad:0932c928 | 3.968 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9cb8b43c-72a9-40bf-a1a4-ffb0527550bc.root   | (None) | ad:b97671a8 | 3.732 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a38a225c-47da-471d-b723-68de7efe71dc.root   | (None) | ad:cdfc4810 | 3.901 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a7a4e69a-a072-4711-ac5e-c17d538c7f32.root   | (None) | ad:e40872ce | 4.109 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a834d8f6-6470-4f3d-9981-4d7336e0521f.root   | (None) | ad:b32f5038 | 3.742 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a8c6582d-4f74-4696-af03-9f954a9ed3cb.root   | (None) | ad:2929dc69 | 3.821 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ad1d6ad2-04d3-4b50-9d20-2dfa79671736.root   | (None) | ad:3739fabc | 3.672 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ad55107b-db5e-4231-8623-6ed085264e6d.root   | (None) | ad:5f7c43a7 | 4.040 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b05d007b-56bc-461f-90fe-fc6144ecbd9f.root   | (None) | ad:f2f6ac01 | 4.056 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b1c219eb-a6d1-4dd9-901c-501c53f96521.root   | (None) | ad:9e0e4f78 | 3.855 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b68dfdf2-e87a-4c71-be69-2b7f1970ef3f.root   | (None) | ad:625a82f7 | 3.889 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b6fb5adc-a73d-4a13-8d75-742c9aecd8da.root   | (None) | ad:6b82c8b3 | 3.800 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b8187f91-4e89-4090-8030-ca9fd5db4522.root   | (None) | ad:f0539a88 | 3.793 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ba9fb63a-4892-4bbd-a49b-dbf00669e3c1.root   | (None) | ad:597f7ab3 | 3.769 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bd93adfa-7749-4214-874c-35a9fa71302d.root   | (None) | ad:8e6c11b9 | 3.387 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bdd1d2d4-28a3-4f57-969a-7599fa4a9d01.root   | (None) | ad:a91d52c5 | 3.414 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c4264f2e-6716-4985-ae37-8325ce2f4f3a.root   | (None) | ad:379f3a3d | 3.884 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c67f5e7b-c4eb-41dc-932c-e247044d247c.root   | (None) | ad:7f6e90fd | 3.962 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/cada7583-2773-4760-97ca-c34dac55a496.root   | (None) | ad:dd95e274 | 4.269 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d0c3a468-2ee2-48ad-a514-0e13d1d2e981.root   | (None) | ad:dc1bd10a | 3.072 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d107bd02-e9ce-48af-9ae2-55f138687279.root   | (None) | ad:a4970eee | 3.042 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d13c9b0f-7eec-457c-af31-bb25c2cdd273.root   | (None) | ad:2ee4a1fb | 3.759 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d5e9fc83-0d27-45e2-80c0-355eb2b4e877.root   | (None) | ad:64c3e0b3 | 4.313 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d61ab333-08b9-4538-ab74-68eaa65bc560.root   | (None) | ad:5fc247e6 | 3.849 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/dd6c77f3-e8d3-4766-a5f6-8ca5f04d041f.root   | (None) | ad:8a60a757 | 3.574 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/df338889-9ada-409b-ba65-2cfce00ce1fa.root   | (None) | ad:4a01d1e7 | 3.753 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e0c9e097-cf23-4cd2-a9af-0261ec57b1a3.root   | (None) | ad:bdd25b50 | 4.032 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e119790d-3dfe-4a11-bacc-7fff1981f567.root   | (None) | ad:45fd3994 | 3.841 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e3174a83-873f-4fbe-b203-d970be4544eb.root   | (None) | ad:13fc4089 | 4.178 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e61f5a80-caf8-4d7f-9090-53415002dca0.root   | (None) | ad:f22b186e | 2.887 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e69a9419-d5a8-4251-ba52-cd707c9b0598.root   | (None) | ad:3e61b138 | 3.081 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ea61d187-7bc9-4318-9e11-05eac5e9b68f.root   | (None) | ad:fd73b7c3 | 3.829 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ea8b2b61-c47a-4e21-acfd-d7573022a68d.root   | (None) | ad:ed4ebc95 | 3.938 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/edc1a5a7-e806-4f50-b7d4-34e11d1fce18.root   | (None) | ad:b41b14dc | 3.608 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f2409c8f-1d58-4705-8b81-51a11e310fa2.root   | (None) | ad:00af9f9e | 3.140 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f334f5b4-3995-4b23-a65a-0ff3113cc9e5.root   | (None) | ad:8690329c | 4.100 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f50e310d-ee9b-484b-aff8-0fddf549d5a5.root   | (None) | ad:0e37f3aa | 3.865 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f5121374-9ce1-435d-b191-079efdc7d6ad.root   | (None) | ad:a7438d04 | 3.944 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f76b99d6-ab04-4fe7-9cef-77a98b99ab3e.root   | (None) | ad:e381ecca | 3.108 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/f7f8826f-576d-4e21-aab7-84bd0bedb4b6.root   | (None) | ad:61782667 | 4.303 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fe1c385f-fd40-484d-847c-d18b689a846e.root   | (None) | ad:99b14693 | 4.199 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/fea39ce5-6058-49b4-a246-e4c7db602228.root   | (None) | ad:eaf52152 | 3.825 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ff691886-6012-4d0e-b828-78000441652a.root   | (None) | ad:e77f1232 | 3.069 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/0c5b2da9-0cfe-4206-9035-62be9ee268d9.root | (None) | ad:08b717d6 | 7.171 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/684a242a-adc1-4d99-95f4-518e1c24d4f6.root | (None) | ad:5cd57087 | 3.375 MB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/92293570-106e-4c78-8029-c3853b8f2537.root | (None) | ad:2c19694d | 139.828 MB |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/2820000/457c3791-0987-44bc-bf4a-d247cb9f0187.root | (None) | ad:580cd5c7 | 278.933 MB |          |
+--------------------------------------------------------------------------------------------------------+--------+-------------+------------+----------+
Total files : 398
Total size : 1.491 TB
