+--------------------------------------------------------------------------------------------------------+--------+-------------+------------+----------+
| SCOPE:NAME                                                                                             | GUID   | ADLER32     | FILESIZE   | EVENTS   |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6e00f80f-188f-4612-ae0c-35a8b144699b.root   | (None) | ad:6b8e059e | 3.736 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6e1a7168-98cf-4eb2-a691-d1f95f95f7bc.root   | (None) | ad:2d2ea32f | 3.200 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6ea1ca01-0be9-4856-9b26-58864f1541ab.root   | (None) | ad:d3e6a1e2 | 4.131 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/6ee46645-a7bb-4bbe-9899-753d2c0d8a60.root   | (None) | ad:28a61bc5 | 3.187 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/707497f2-903d-4d3a-b221-d8e3d4b3a19d.root   | (None) | ad:fba427fa | 4.222 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/711a7ce9-84f8-442e-b351-a2b134c938a0.root   | (None) | ad:d9cba27b | 2.286 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/71c4278b-8461-419b-8990-21235ac9b49d.root   | (None) | ad:a538efb9 | 3.881 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/71e41579-9bea-433d-811f-5584366af545.root   | (None) | ad:727221aa | 3.888 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/71e7599d-aaab-44f1-9aae-043594053253.root   | (None) | ad:f9f69320 | 3.575 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/71ee9e16-7cb6-424c-a88f-7cbd33691323.root   | (None) | ad:7967ac0d | 3.682 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/72a1caca-6d18-41dc-a714-350f2c92e002.root   | (None) | ad:60e2b2c0 | 3.882 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/730f5a33-41b2-42a3-bede-8533f7ca11f7.root   | (None) | ad:34f1f6f4 | 3.812 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7315443d-4d6c-4d70-9104-53b9d2bb9137.root   | (None) | ad:4436570d | 2.794 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7438702e-3385-4304-b1ba-bc6b7a7ef791.root   | (None) | ad:e109396c | 3.794 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/760670ce-9a5a-4833-98d6-3fe84e2f0086.root   | (None) | ad:406d31f3 | 2.964 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/77950efb-d052-4571-a7c3-28c0d2f1c62f.root   | (None) | ad:6678da90 | 3.242 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/77b600ba-3887-4aa5-b36e-6beed9809dd1.root   | (None) | ad:5a51f631 | 3.844 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7813c572-fbaf-4921-bdb5-eedef56a0a65.root   | (None) | ad:9a217ee1 | 3.840 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7894903c-3d4c-4937-aed3-7bbcac074724.root   | (None) | ad:584f99a1 | 2.959 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7ca8405b-04f1-43e0-b59e-1fdff57aade3.root   | (None) | ad:686847ac | 4.062 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7deafff1-69d3-4930-a380-37aaaf5b1242.root   | (None) | ad:182d6d86 | 3.774 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7e7aefd4-18e7-4b81-9933-6ea54ae4bbd8.root   | (None) | ad:7505cfb8 | 4.241 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7ebb876e-bb81-42b5-b3fc-7fe22744fe27.root   | (None) | ad:c470d184 | 4.305 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/7f3da3cc-73c6-4f67-8ddf-a85ff3d2844e.root   | (None) | ad:a8e3f4c0 | 4.319 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/810f9203-0bcd-4d44-98ec-96e55d8c5359.root   | (None) | ad:428edab8 | 4.016 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/81c30489-70c6-4691-8073-fcfe7a5c8abc.root   | (None) | ad:50da30a4 | 4.108 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/820e5e2d-dff7-4b24-a8ed-5482f7e6b45b.root   | (None) | ad:d17b2ed9 | 4.163 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8654896e-3f58-451b-b737-d2086f318d2f.root   | (None) | ad:0727b3d3 | 3.919 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/88a28a3e-3fba-4be7-af89-9d1c911b037f.root   | (None) | ad:3e78659e | 4.024 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8b7ab66b-944a-4ad8-b765-41386ed8dd09.root   | (None) | ad:495181e7 | 4.082 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8d2e5b77-e73a-442d-ab54-80a93c773b4e.root   | (None) | ad:247722c1 | 3.646 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8d9ea888-bb64-4d00-8fac-e96e87a5c475.root   | (None) | ad:3cd8ae33 | 3.922 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8de9f0b0-5437-46e9-9b4e-13372b743304.root   | (None) | ad:f6b0872f | 3.728 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8ef2b345-e02a-4f9c-928d-3f3e628ccd66.root   | (None) | ad:eb78c955 | 3.778 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/8fc57dd2-e7d9-401a-b3cf-09ed3d398930.root   | (None) | ad:3ccfdc34 | 3.780 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/902cc9d6-1bc6-4872-bb76-9d9b4b412b34.root   | (None) | ad:3dd53862 | 3.583 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/905398f9-82ed-40db-abf5-501e8e976e30.root   | (None) | ad:ccf8bb60 | 4.297 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/90e7c4c2-c532-4800-8f64-15cc15195fe0.root   | (None) | ad:4aab6032 | 4.023 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/913e6744-170e-4c6e-8a63-6c47a269e581.root   | (None) | ad:8cbf81c6 | 4.180 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/91bd39a7-1065-4fbf-9550-13b4dd892e99.root   | (None) | ad:d53026eb | 3.791 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/92299bd2-5150-4b54-b9ee-2614e9c36e29.root   | (None) | ad:8d9ee6e4 | 4.256 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/928bee37-a7c7-468a-8c82-7bcbac4c4329.root   | (None) | ad:f451e5de | 4.236 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/92d3ef12-f2a6-4b71-8125-16e998371192.root   | (None) | ad:61afa264 | 4.237 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/94984fac-0167-4d56-93e1-37bb79ce4570.root   | (None) | ad:e0f14105 | 3.999 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/94c810de-a3d1-421c-9215-40e14ef2848f.root   | (None) | ad:57250844 | 3.865 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/95f171e4-be13-4f19-bac9-297e94d5493c.root   | (None) | ad:606d7ed7 | 3.547 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9623be9b-c760-4e48-96af-8e0e9c93e8fb.root   | (None) | ad:aca45bda | 4.291 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/98eb2e89-4a97-4e91-bc89-59763a3889ed.root   | (None) | ad:4daa3937 | 3.659 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9947e06e-cb91-405a-83fa-b0137af00862.root   | (None) | ad:99eb5d34 | 4.319 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/99a25524-5902-4fee-a5f6-9b67686b9e8a.root   | (None) | ad:93900de0 | 3.840 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9a51c77a-f287-41a6-a414-ab19a2ba5004.root   | (None) | ad:ae22eff5 | 4.055 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9c0c2c7f-7b8e-4338-960f-d3f17573fee9.root   | (None) | ad:0b64b10e | 4.220 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9c886b64-28b2-42c4-82f6-b5de8644e5c1.root   | (None) | ad:9dd563f7 | 4.028 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9cae6324-1f92-4286-ab11-8d5e43601cc3.root   | (None) | ad:e6d7781a | 4.017 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9e7beaf0-c78e-41a1-88a4-e7dca3bd719f.root   | (None) | ad:9e14cf35 | 3.165 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9ecfe824-fbda-411d-96d7-87ffffe9ecb7.root   | (None) | ad:4fdbb563 | 4.086 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9fb2a576-2390-4bdc-befb-c24944462e7f.root   | (None) | ad:276c90c8 | 3.524 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/9fdf09d4-cecb-4b70-899c-14d663db36fc.root   | (None) | ad:751f76f3 | 3.512 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a17e2415-95e3-48f0-bec0-87d18faa5c1e.root   | (None) | ad:f3d343ef | 4.069 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a1c6ffd4-d784-43be-881d-58ac43263110.root   | (None) | ad:1573804c | 4.236 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a21a04f5-a8d1-4f30-b1f7-32d7b14f86b6.root   | (None) | ad:6226b3af | 3.968 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a26a9878-de1a-4eef-8452-728c26ffab2a.root   | (None) | ad:3e751c09 | 3.881 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a2db6616-0e83-4313-864f-420f177fdfd9.root   | (None) | ad:36cbc740 | 3.991 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a2f96d31-cbc0-4c99-b9ad-543f96b0aacb.root   | (None) | ad:d20b417a | 4.208 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a3031326-f0a6-4eca-8632-b556a5491f53.root   | (None) | ad:1f95364d | 4.048 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a6598c84-0d8a-4d74-8976-cc180c95cda3.root   | (None) | ad:ba8dff8b | 3.980 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a67fcfb0-e007-41fa-ad72-4e53ae88ea2b.root   | (None) | ad:e8895df2 | 3.480 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/a9d17d6d-ff09-416e-b6bf-c8a95a01c6f7.root   | (None) | ad:3044be91 | 3.656 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ab55be40-6899-49f1-9714-9477f14231ae.root   | (None) | ad:d5163046 | 3.684 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ab8023a2-0198-40da-afc8-1f9801671c09.root   | (None) | ad:257d3083 | 3.333 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/acf3393b-d9b3-4037-ba7c-a573985d19ac.root   | (None) | ad:c757f183 | 4.209 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/acf6c2b4-d867-4d65-8d23-dcb93130c5eb.root   | (None) | ad:16f4d3c9 | 3.844 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ad321a14-17c1-44c7-8df9-d926cde354eb.root   | (None) | ad:2f8631d6 | 3.995 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ae0816e0-8a4d-45c5-9871-e04c9ee27468.root   | (None) | ad:985e44cb | 2.160 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/af02156d-1b27-4a81-adb5-4607033d6733.root   | (None) | ad:fb13ccc4 | 2.805 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b14a560f-c3ae-4dbe-b01c-703e8456db1a.root   | (None) | ad:591782a6 | 3.839 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b1c509fc-0613-47b9-8e0c-5278bcdd0f9f.root   | (None) | ad:1b1adf21 | 3.607 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b215e1a9-b034-4052-babf-6a2adeb0e29c.root   | (None) | ad:f491bc66 | 3.726 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b2b9c398-583e-432b-97d7-18eb737c4732.root   | (None) | ad:027c1757 | 3.552 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b3e95dbf-fe05-483f-b056-bddad6549c63.root   | (None) | ad:fcfc1960 | 3.259 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b3edaddd-8573-4232-a7cc-11b6bb1dfda1.root   | (None) | ad:b2890e59 | 3.862 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b52c19be-3fc7-4bcb-955a-1a0710d898b1.root   | (None) | ad:0808f633 | 3.632 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b54463a4-0b53-4a7a-9a26-ba8d78b069bd.root   | (None) | ad:4925d3fe | 4.195 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b5ea20b6-8f0d-4567-b6dd-db99e11839aa.root   | (None) | ad:50ccf452 | 3.714 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b65d3f83-52da-426e-a694-fb61eef0a7aa.root   | (None) | ad:c2ccdce8 | 3.784 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b68bc916-28a6-4f57-917b-9f93f6f1f43f.root   | (None) | ad:e8879c99 | 4.241 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b6f79ad3-0e66-41f6-943e-254bd87b568d.root   | (None) | ad:b225bc46 | 3.803 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b7cf2df0-3d2b-4235-839a-980eb51069e6.root   | (None) | ad:c98b353c | 3.731 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b858c039-729f-489f-b421-8ceb88e87f48.root   | (None) | ad:04391720 | 3.230 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b89076ab-15ce-4b76-8b4f-6f838724c08f.root   | (None) | ad:c5d4eede | 3.522 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/b8ee7665-e582-47eb-ae13-208d27ebef81.root   | (None) | ad:772bd71c | 4.240 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bb0a20d9-81cd-4a5a-bfd0-e441ed029100.root   | (None) | ad:71c9c2c0 | 4.013 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bb5d726d-01f6-4dd2-8041-3ef91174177b.root   | (None) | ad:5d790396 | 3.572 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bb722198-7ba6-42f7-a13c-8e3c739dec41.root   | (None) | ad:d8219f2e | 3.150 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bbb89086-a986-4edb-9197-803b7ba1c65e.root   | (None) | ad:59b48417 | 4.017 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bdd644b1-f139-47fd-9766-09fa7b0240eb.root   | (None) | ad:39d2eec1 | 4.108 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/be290bf9-4f77-4d5b-ade8-376426939f37.root   | (None) | ad:b6558daf | 4.098 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/be5b23d4-efe2-4c18-a655-fe4272ab5deb.root   | (None) | ad:3a0fb858 | 3.551 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/be8a14b6-4127-47e5-aa92-8302a27a5084.root   | (None) | ad:c54547b9 | 3.591 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bef7ac06-7503-466d-bb47-c677c2a67e5a.root   | (None) | ad:0dce2b8c | 4.284 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/bf796367-47e0-4bd3-a512-410ea24f183f.root   | (None) | ad:85d5aee6 | 3.940 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c3437532-0404-4b35-ac05-1813df7f32bc.root   | (None) | ad:ecccf61a | 3.869 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c5056bf5-91e5-4bd8-b6c5-5a67a761c1ea.root   | (None) | ad:4e3544f1 | 4.183 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c65bc0fe-7717-45c1-b8fe-a35f9cae3a4a.root   | (None) | ad:b58d58f8 | 4.034 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c66ac31a-1ed0-4988-9048-92e3c6c94d80.root   | (None) | ad:e527db4e | 2.820 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c7f2b350-0096-41e0-97d0-3f47de7cb710.root   | (None) | ad:904e881b | 3.759 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c88ebc35-8314-47e3-9429-bece8d800213.root   | (None) | ad:6b974ff1 | 3.310 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c9c2414e-f894-48b9-8e23-58f7d94a805a.root   | (None) | ad:0ac35b66 | 4.045 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/c9c3f6a7-4a21-43d9-b710-2c5a7f50065d.root   | (None) | ad:54bf3694 | 4.090 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ca5419c3-d5bd-4b05-a40e-0c832e8f6d3a.root   | (None) | ad:410bfc0b | 3.610 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/caa4f8ad-4ca9-491d-84dc-73a0ecef86f4.root   | (None) | ad:1688bdd0 | 3.758 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/cb72072e-a47f-4e2f-9487-415cffafaed6.root   | (None) | ad:6ffeb752 | 3.829 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/cde544a0-508a-49ca-891b-07fcdb21e19d.root   | (None) | ad:f20301dd | 3.116 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d24cf986-b6a8-4423-a77a-d2686cc01b69.root   | (None) | ad:68e10a54 | 3.855 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d2cf95a2-03d9-4736-b7f9-d510478dc16b.root   | (None) | ad:737ad535 | 2.909 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d4228b13-6d03-4bb2-90be-3f2f5909b7bf.root   | (None) | ad:d3f38878 | 4.021 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d593359a-89a5-4700-8ee3-2d77a240c77f.root   | (None) | ad:66e9d46a | 3.712 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d6b38edd-2289-4cd7-81f7-135f9ff0f874.root   | (None) | ad:686ef51b | 4.041 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d765e627-419f-401e-b73a-7374f58bd914.root   | (None) | ad:4c6a7fee | 4.266 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d86fbcf1-ac59-4ac4-92c8-06f3ec59cf0d.root   | (None) | ad:f448a22a | 3.660 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d8bf8741-479b-43b7-99a8-97eec54d6741.root   | (None) | ad:ffdca811 | 3.930 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d8cc23e3-080e-4195-93f9-5e8fa862ee18.root   | (None) | ad:7d48235a | 4.070 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/d9d4a1a9-d047-4f31-aa8d-1c7b8894c5f5.root   | (None) | ad:8322cfac | 4.050 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/dc3d877a-ca25-4ab1-a1a4-84c99a9713d5.root   | (None) | ad:78171a83 | 3.160 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/dd29576f-471f-4480-951c-766be01bb58f.root   | (None) | ad:c51e6926 | 3.851 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ddd553a2-5510-4aa8-8190-9390950f2e52.root   | (None) | ad:5b5f8b2f | 4.070 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/dfcfb88a-3381-4684-9728-d8b4b9f07f2d.root   | (None) | ad:801868b5 | 4.281 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e013ca3c-557a-4dc5-a10c-a8bcc731207c.root   | (None) | ad:bf01251c | 3.696 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e0481bd4-92c6-4ad5-8d8f-4ed98942c232.root   | (None) | ad:30198738 | 3.787 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e0c64b92-b9c1-4954-92cc-1771dffbcaae.root   | (None) | ad:62f16545 | 3.746 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e137de9d-97e7-463d-8cea-abfc031c1515.root   | (None) | ad:4ff715d6 | 3.910 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e35d4628-d3df-4e9a-b6ca-9bee5cd79a68.root   | (None) | ad:9dc84d61 | 3.738 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e421cafb-e4b0-4c10-b8a4-5ed8e28a21eb.root   | (None) | ad:456eb966 | 3.146 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e4971890-dfec-4402-8b38-689da304c9e4.root   | (None) | ad:ffb2cc5e | 4.270 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e4a49327-8a64-4265-9968-df709adf14d4.root   | (None) | ad:d8f77ce6 | 3.849 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e4e2652e-528e-4c72-87e6-57bd3aefbafb.root   | (None) | ad:2a0e610b | 3.843 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e5a45521-7408-4750-b664-b6691bca5e4e.root   | (None) | ad:dd9e4d51 | 3.005 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e7000627-ab99-4900-b97f-c6e7fef52310.root   | (None) | ad:905ec512 | 3.016 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e77e7b82-61ce-4a7d-bf10-f5a834f0318c.root   | (None) | ad:5d3c9648 | 2.965 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e791f369-8ec8-4eb0-ad97-918cc07fc05f.root   | (None) | ad:af871ccb | 4.023 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e858c90b-8771-4ec0-ade5-7ced6a61db45.root   | (None) | ad:b7f24258 | 3.699 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/e8b6c431-7e5f-427d-844e-4d7107f8660d.root   | (None) | ad:ae91b50f | 3.278 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ea63c913-e43b-4ddf-a122-651d6a076628.root   | (None) | ad:6f429602 | 4.090 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/eabfac65-73bc-4a3c-8af2-36c22d9dd6a8.root   | (None) | ad:c21ef52c | 4.262 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/eae96781-ee84-4dcb-a958-d3077c19d09a.root   | (None) | ad:09c70af9 | 3.228 GB   |          |
| cms:/store/data/Run2022B/SingleMuon/AOD/27Jun2023-v1/70000/ebbfa05b-d6bd-49eb-8c5d-a62f66897847.root   | (None) | ad:68751287 | 3.882 GB   |          |
