roll_name,det_id,area,is_front,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
W+0_RB3+_S03_Forward,637636949,18529.6,1,284.274,531.177,-4.7,156.102,605.177,-4.7,156.102,605.177,120.5,284.274,531.177,120.5
W+0_RB3-_S07_Backward,637567829,17301.2,0,-602.15,130.6,-122.2,-602.15,-17.4,-122.2,-602.15,-17.4,-5.3,-602.15,130.6,-5.3
W+0_RB3+_S07_Backward,637571925,17301.2,1,-602.15,-19.4,-122.2,-602.15,-167.4,-122.2,-602.15,-167.4,-5.3,-602.15,-19.4,-5.3
W+0_RB3-_S07_Forward,637633365,18529.6,0,-602.15,130.6,-4.7,-602.15,-17.4,-4.7,-602.15,-17.4,120.5,-602.15,130.6,120.5
W+0_RB3+_S07_Forward,637637461,18529.6,1,-602.15,-19.4,-4.7,-602.15,-167.4,-4.7,-602.15,-167.4,120.5,-602.15,-19.4,120.5
W+0_RB3-_S11_Backward,637568341,17301.2,0,187.972,-586.777,-122.2,316.144,-512.777,-122.2,316.144,-512.777,-5.3,187.972,-586.777,-5.3
W+0_RB3+_S11_Backward,637572437,17301.2,1,317.876,-511.777,-122.2,446.048,-437.777,-122.2,446.048,-437.777,-5.3,317.876,-511.777,-5.3
W+0_RB3-_S11_Forward,637633877,18529.6,0,187.972,-586.777,-4.7,316.144,-512.777,-4.7,316.144,-512.777,120.5,187.972,-586.777,120.5
W+0_RB3+_S11_Forward,637637973,18529.6,1,317.876,-511.777,-4.7,446.048,-437.777,-4.7,446.048,-437.777,120.5,317.876,-511.777,120.5
W+0_RB3-_S04_Backward,637567445,17301.2,0,-17.4,602.15,122.2,130.6,602.15,122.2,130.6,602.15,5.3,-17.4,602.15,5.3
W+0_RB3+_S04_Backward,637571541,17301.2,1,-167.4,602.15,122.2,-19.4,602.15,122.2,-19.4,602.15,5.3,-167.4,602.15,5.3
W+0_RB3-_S04_Forward,637632981,18529.6,0,-17.4,602.15,4.7,130.6,602.15,4.7,130.6,602.15,-120.5,-17.4,602.15,-120.5
W+0_RB3+_S04_Forward,637637077,18529.6,1,-167.4,602.15,4.7,-19.4,602.15,4.7,-19.4,602.15,-120.5,-167.4,602.15,-120.5
W+0_RB3-_S08_Backward,637567957,17301.2,0,-512.777,-316.144,122.2,-586.777,-187.972,122.2,-586.777,-187.972,5.3,-512.777,-316.144,5.3
W+0_RB3+_S08_Backward,637572053,17301.2,1,-437.777,-446.048,122.2,-511.777,-317.876,122.2,-511.777,-317.876,5.3,-437.777,-446.048,5.3
W+0_RB3-_S08_Forward,637633493,18529.6,0,-512.777,-316.144,4.7,-586.777,-187.972,4.7,-586.777,-187.972,-120.5,-512.777,-316.144,-120.5
W+0_RB3+_S08_Forward,637637589,18529.6,1,-437.777,-446.048,4.7,-511.777,-317.876,4.7,-511.777,-317.876,-120.5,-437.777,-446.048,-120.5
W+0_RB3-_S12_Backward,637568469,17301.2,0,530.177,-286.006,122.2,456.177,-414.178,122.2,456.177,-414.178,5.3,530.177,-286.006,5.3
W+0_RB3+_S12_Backward,637572565,17301.2,1,605.177,-156.102,122.2,531.177,-284.274,122.2,531.177,-284.274,5.3,605.177,-156.102,5.3
W+0_RB3-_S12_Forward,637634005,18529.6,0,530.177,-286.006,4.7,456.177,-414.178,4.7,456.177,-414.178,-120.5,530.177,-286.006,-120.5
W+0_RB3+_S12_Forward,637638101,18529.6,1,605.177,-156.102,4.7,531.177,-284.274,4.7,531.177,-284.274,-120.5,605.177,-156.102,-120.5
W+0_RB4-_S01_Backward,637567093,23146.2,0,704.55,-92.7,122.2,704.55,-290.7,122.2,704.55,-290.7,5.3,704.55,-92.7,5.3
W+0_RB4+_S01_Backward,637571189,23146.2,1,704.55,107.3,122.2,704.55,-90.7,122.2,704.55,-90.7,5.3,704.55,107.3,5.3
W+0_RB4-_S01_Forward,637632629,24789.6,0,704.55,-92.7,4.7,704.55,-290.7,4.7,704.55,-290.7,-120.5,704.55,-92.7,-120.5
W+0_RB4+_S01_Forward,637636725,24789.6,1,704.55,107.3,4.7,704.55,-90.7,4.7,704.55,-90.7,-120.5,704.55,107.3,-120.5
W+0_RB4-_S02_Backward,637567221,23146.2,0,755.508,100.521,-122.2,656.508,271.994,-122.2,656.508,271.994,-5.3,755.508,100.521,-5.3
W+0_RB4+_S02_Backward,637571317,23146.2,1,655.508,273.727,-122.2,556.508,445.2,-122.2,556.508,445.2,-5.3,655.508,273.727,-5.3
W+0_RB4-_S02_Forward,637632757,24789.6,0,755.508,100.521,-4.7,656.508,271.994,-4.7,656.508,271.994,120.5,755.508,100.521,120.5
W+0_RB4+_S02_Forward,637636853,24789.6,1,655.508,273.727,-4.7,556.508,445.2,-4.7,556.508,445.2,120.5,655.508,273.727,120.5
W+0_RB4-_S03_Backward,637567349,23146.2,0,604.029,464.808,-122.2,432.556,563.808,-122.2,432.556,563.808,-5.3,604.029,464.808,-5.3
W+0_RB4+_S03_Backward,637571445,23146.2,1,430.823,564.808,-122.2,259.35,663.808,-122.2,259.35,663.808,-5.3,430.823,564.808,-5.3
W+0_RB4-_S03_Forward,637632885,24789.6,0,604.029,464.808,-4.7,432.556,563.808,-4.7,432.556,563.808,120.5,604.029,464.808,120.5
W+0_RB4+_S03_Forward,637636981,24789.6,1,430.823,564.808,-4.7,259.35,663.808,-4.7,259.35,663.808,120.5,430.823,564.808,120.5
W+0_RB4--_S04_Backward,637567477,17301.2,0,161.75,704.55,122.2,309.75,704.55,122.2,309.75,704.55,5.3,161.75,704.55,5.3
W+0_RB4-_S04_Backward,637571573,17301.2,1,11.75,704.55,122.2,159.75,704.55,122.2,159.75,704.55,5.3,11.75,704.55,5.3
W+0_RB4--_S04_Forward,637633013,18529.6,0,161.75,704.55,4.7,309.75,704.55,4.7,309.75,704.55,-120.5,161.75,704.55,-120.5
W+0_RB4-_S04_Forward,637637109,18529.6,1,11.75,704.55,4.7,159.75,704.55,4.7,159.75,704.55,-120.5,11.75,704.55,-120.5
W+0_RB4+_S04_Backward,637575669,17301.2,0,-159.75,704.55,122.2,-11.75,704.55,122.2,-11.75,704.55,5.3,-159.75,704.55,5.3
W+0_RB4++_S04_Backward,637579765,17301.2,1,-309.75,704.55,122.2,-161.75,704.55,122.2,-161.75,704.55,5.3,-309.75,704.55,5.3
W+0_RB4+_S04_Forward,637641205,18529.6,0,-159.75,704.55,4.7,-11.75,704.55,4.7,-11.75,704.55,-120.5,-159.75,704.55,-120.5
W+0_RB4++_S04_Forward,637645301,18529.6,1,-309.75,704.55,4.7,-161.75,704.55,4.7,-161.75,704.55,-120.5,-309.75,704.55,-120.5
W+0_RB4-_S05_Backward,637567605,23146.2,0,-430.823,564.808,122.2,-259.35,663.808,122.2,-259.35,663.808,5.3,-430.823,564.808,5.3
W+0_RB4+_S05_Backward,637571701,23146.2,1,-604.029,464.808,122.2,-432.556,563.808,122.2,-432.556,563.808,5.3,-604.029,464.808,5.3
W+0_RB4-_S05_Forward,637633141,24789.6,0,-430.823,564.808,4.7,-259.35,663.808,4.7,-259.35,663.808,-120.5,-430.823,564.808,-120.5
W+0_RB4+_S05_Forward,637637237,24789.6,1,-604.029,464.808,4.7,-432.556,563.808,4.7,-432.556,563.808,-120.5,-604.029,464.808,-120.5
W+0_RB4-_S06_Backward,637567733,23146.2,0,-556.508,445.2,-122.2,-655.508,273.727,-122.2,-655.508,273.727,-5.3,-556.508,445.2,-5.3
W+0_RB4+_S06_Backward,637571829,23146.2,1,-656.508,271.994,-122.2,-755.508,100.521,-122.2,-755.508,100.521,-5.3,-656.508,271.994,-5.3
W+0_RB4-_S06_Forward,637633269,24789.6,0,-556.508,445.2,-4.7,-655.508,273.727,-4.7,-655.508,273.727,120.5,-556.508,445.2,120.5
W+0_RB4+_S06_Forward,637637365,24789.6,1,-656.508,271.994,-4.7,-755.508,100.521,-4.7,-755.508,100.521,120.5,-656.508,271.994,120.5
W+0_RB4-_S07_Backward,637567861,23146.2,0,-704.55,107.3,-122.2,-704.55,-90.7,-122.2,-704.55,-90.7,-5.3,-704.55,107.3,-5.3
W+0_RB4+_S07_Backward,637571957,23146.2,1,-704.55,-92.7,-122.2,-704.55,-290.7,-122.2,-704.55,-290.7,-5.3,-704.55,-92.7,-5.3
W+0_RB4-_S07_Forward,637633397,24789.6,0,-704.55,107.3,-4.7,-704.55,-90.7,-4.7,-704.55,-90.7,120.5,-704.55,107.3,120.5
W+0_RB4+_S07_Forward,637637493,24789.6,1,-704.55,-92.7,-4.7,-704.55,-290.7,-4.7,-704.55,-290.7,120.5,-704.55,-92.7,120.5
W+0_RB4+_S08_Backward,637572085,17301.2,1,-489.808,-560.727,122.2,-563.808,-432.556,122.2,-563.808,-432.556,5.3,-489.808,-560.727,5.3
W+0_RB4-_S08_Backward,637567989,23146.2,0,-564.808,-430.823,122.2,-663.808,-259.35,122.2,-663.808,-259.35,5.3,-564.808,-430.823,5.3
W+0_RB4+_S08_Forward,637637621,18529.6,1,-489.808,-560.727,4.7,-563.808,-432.556,4.7,-563.808,-432.556,-120.5,-489.808,-560.727,-120.5
W+0_RB4-_S08_Forward,637633525,24789.6,0,-564.808,-430.823,4.7,-663.808,-259.35,4.7,-663.808,-259.35,-120.5,-564.808,-430.823,-120.5
W+0_RB4_S09_Backward,637568117,23146.2,0,-262.597,-664.763,122.2,-434.07,-565.763,122.2,-434.07,-565.763,5.3,-262.597,-664.763,5.3
W+0_RB4_S09_Forward,637633653,24789.6,0,-262.597,-664.763,4.7,-434.07,-565.763,4.7,-434.07,-565.763,-120.5,-262.597,-664.763,-120.5
W+0_RB4-_S10_Backward,637568245,28991.2,0,-258.7,-704.55,-122.2,-10.7,-704.55,-122.2,-10.7,-704.55,-5.3,-258.7,-704.55,-5.3
W+0_RB4-_S10_Forward,637633781,31049.6,0,-258.7,-704.55,-4.7,-10.7,-704.55,-4.7,-10.7,-704.55,120.5,-258.7,-704.55,120.5
W+0_RB4+_S10_Backward,637572341,28991.2,1,10.7,-704.55,-122.2,258.7,-704.55,-122.2,258.7,-704.55,-5.3,10.7,-704.55,-5.3
W+0_RB4+_S10_Forward,637637877,31049.6,1,10.7,-704.55,-4.7,258.7,-704.55,-4.7,258.7,-704.55,120.5,10.7,-704.55,120.5
W+0_RB4_S11_Backward,637568373,23146.2,0,262.597,-664.763,-122.2,434.07,-565.763,-122.2,434.07,-565.763,-5.3,262.597,-664.763,-5.3
W+0_RB4_S11_Forward,637633909,24789.6,0,262.597,-664.763,-4.7,434.07,-565.763,-4.7,434.07,-565.763,120.5,262.597,-664.763,120.5
W+0_RB4-_S12_Backward,637568501,17301.2,0,563.808,-432.556,122.2,489.808,-560.727,122.2,489.808,-560.727,5.3,563.808,-432.556,5.3
W+0_RB4+_S12_Backward,637572597,23146.2,1,663.808,-259.35,122.2,564.808,-430.823,122.2,564.808,-430.823,5.3,663.808,-259.35,5.3
W+0_RB4-_S12_Forward,637634037,18529.6,0,563.808,-432.556,4.7,489.808,-560.727,4.7,489.808,-560.727,-120.5,563.808,-432.556,-120.5
W+0_RB4+_S12_Forward,637638133,24789.6,1,663.808,-259.35,4.7,564.808,-430.823,4.7,564.808,-430.823,-120.5,663.808,-259.35,-120.5
W+1_RB1in_S01_Backward,637567001,24081.4,1,413.675,-65.4,146.4,413.675,140.6,146.4,413.675,140.6,263.3,413.675,-65.4,263.3
W+1_RB1in_S01_Forward,637632537,25791.2,1,413.675,-65.4,263.9,413.675,140.6,263.9,413.675,140.6,389.1,413.675,-65.4,389.1
W+1_RB1out_S01_Backward,637569049,24081.4,1,448.675,136.1,146.4,448.675,-69.9,146.4,448.675,-69.9,263.3,448.675,136.1,263.3
W+1_RB1out_S01_Forward,637634585,25791.2,1,448.675,136.1,263.9,448.675,-69.9,263.9,448.675,-69.9,389.1,448.675,136.1,389.1
W+1_RB1in_S02_Backward,637567129,24081.4,0,390.953,150.199,146.4,287.953,328.601,146.4,287.953,328.601,263.3,390.953,150.199,263.3
W+1_RB1in_S02_Forward,637632665,25791.2,0,390.953,150.199,263.9,287.953,328.601,263.9,287.953,328.601,389.1,390.953,150.199,389.1
W+1_RB1out_S02_Backward,637569177,24081.4,0,320.514,342.204,146.4,423.514,163.802,146.4,423.514,163.802,263.3,320.514,342.204,263.3
W+1_RB1out_S02_Forward,637634713,25791.2,0,320.514,342.204,263.9,423.514,163.802,263.9,423.514,163.802,389.1,320.514,342.204,389.1
W+1_RB1in_S03_Backward,637567257,24081.4,1,263.476,325.553,146.4,85.0743,428.553,146.4,85.0743,428.553,263.3,263.476,325.553,263.3
W+1_RB1in_S03_Forward,637632793,25791.2,1,263.476,325.553,263.9,85.0743,428.553,263.9,85.0743,428.553,389.1,263.476,325.553,389.1
W+1_RB1out_S03_Backward,637569305,24081.4,1,106.471,456.614,146.4,284.873,353.614,146.4,284.873,353.614,263.3,106.471,456.614,263.3
W+1_RB1out_S03_Forward,637634841,25791.2,1,106.471,456.614,263.9,284.873,353.614,263.9,284.873,353.614,389.1,106.471,456.614,389.1
W+1_RB1in_S04_Backward,637567385,20064.4,0,65.4,413.675,185.4,-140.6,413.675,185.4,-140.6,413.675,282.8,65.4,413.675,282.8
W+1_RB1in_S04_Forward,637632921,21774.2,0,65.4,413.675,283.4,-140.6,413.675,283.4,-140.6,413.675,389.1,65.4,413.675,389.1
W+1_RB1out_S04_Backward,637569433,20064.4,0,-136.1,448.675,185.4,69.9,448.675,185.4,69.9,448.675,282.8,-136.1,448.675,282.8
W+1_RB1out_S04_Forward,637634969,21774.2,0,-136.1,448.675,283.4,69.9,448.675,283.4,69.9,448.675,389.1,-136.1,448.675,389.1
W+1_RB1in_S05_Backward,637567513,24081.4,1,-150.199,390.953,146.4,-328.601,287.953,146.4,-328.601,287.953,263.3,-150.199,390.953,263.3
W+1_RB1in_S05_Forward,637633049,25791.2,1,-150.199,390.953,263.9,-328.601,287.953,263.9,-328.601,287.953,389.1,-150.199,390.953,389.1
W+1_RB1out_S05_Backward,637569561,24081.4,1,-342.204,320.514,146.4,-163.802,423.514,146.4,-163.802,423.514,263.3,-342.204,320.514,263.3
W+1_RB1out_S05_Forward,637635097,25791.2,1,-342.204,320.514,263.9,-163.802,423.514,263.9,-163.802,423.514,389.1,-342.204,320.514,389.1
W+1_RB1in_S06_Backward,637567641,24081.4,0,-325.553,263.476,146.4,-428.553,85.0743,146.4,-428.553,85.0743,263.3,-325.553,263.476,263.3
W+1_RB1in_S06_Forward,637633177,25791.2,0,-325.553,263.476,263.9,-428.553,85.0743,263.9,-428.553,85.0743,389.1,-325.553,263.476,389.1
W+1_RB1out_S06_Backward,637569689,24081.4,0,-456.614,106.471,146.4,-353.614,284.873,146.4,-353.614,284.873,263.3,-456.614,106.471,263.3
W+1_RB1out_S06_Forward,637635225,25791.2,0,-456.614,106.471,263.9,-353.614,284.873,263.9,-353.614,284.873,389.1,-456.614,106.471,389.1
W+1_RB1in_S07_Backward,637567769,24081.4,1,-413.675,65.4,146.4,-413.675,-140.6,146.4,-413.675,-140.6,263.3,-413.675,65.4,263.3
W+1_RB1in_S07_Forward,637633305,25791.2,1,-413.675,65.4,263.9,-413.675,-140.6,263.9,-413.675,-140.6,389.1,-413.675,65.4,389.1
W+1_RB1out_S07_Backward,637569817,24081.4,1,-448.675,-136.1,146.4,-448.675,69.9,146.4,-448.675,69.9,263.3,-448.675,-136.1,263.3
W+1_RB1out_S07_Forward,637635353,25791.2,1,-448.675,-136.1,263.9,-448.675,69.9,263.9,-448.675,69.9,389.1,-448.675,-136.1,389.1
W+1_RB1in_S08_Backward,637567897,24081.4,0,-390.953,-150.199,146.4,-287.953,-328.601,146.4,-287.953,-328.601,263.3,-390.953,-150.199,263.3
W+1_RB1in_S08_Forward,637633433,25791.2,0,-390.953,-150.199,263.9,-287.953,-328.601,263.9,-287.953,-328.601,389.1,-390.953,-150.199,389.1
W+1_RB1out_S08_Backward,637569945,24081.4,0,-320.514,-342.204,146.4,-423.514,-163.802,146.4,-423.514,-163.802,263.3,-320.514,-342.204,263.3
W+1_RB1out_S08_Forward,637635481,25791.2,0,-320.514,-342.204,263.9,-423.514,-163.802,263.9,-423.514,-163.802,389.1,-320.514,-342.204,389.1
W+1_RB1in_S09_Backward,637568025,24081.4,1,-263.476,-325.553,146.4,-85.0743,-428.553,146.4,-85.0743,-428.553,263.3,-263.476,-325.553,263.3
W+1_RB1in_S09_Forward,637633561,25791.2,1,-263.476,-325.553,263.9,-85.0743,-428.553,263.9,-85.0743,-428.553,389.1,-263.476,-325.553,389.1
W+1_RB1out_S09_Backward,637570073,24081.4,1,-106.471,-456.614,146.4,-284.873,-353.614,146.4,-284.873,-353.614,263.3,-106.471,-456.614,263.3
W+1_RB1out_S09_Forward,637635609,25791.2,1,-106.471,-456.614,263.9,-284.873,-353.614,263.9,-284.873,-353.614,389.1,-106.471,-456.614,389.1
W+1_RB1in_S10_Backward,637568153,24081.4,0,-65.4,-413.675,146.4,140.6,-413.675,146.4,140.6,-413.675,263.3,-65.4,-413.675,263.3
W+1_RB1in_S10_Forward,637633689,25791.2,0,-65.4,-413.675,263.9,140.6,-413.675,263.9,140.6,-413.675,389.1,-65.4,-413.675,389.1
W+1_RB1out_S10_Backward,637570201,24081.4,0,136.1,-448.675,146.4,-69.9,-448.675,146.4,-69.9,-448.675,263.3,136.1,-448.675,263.3
W+1_RB1out_S10_Forward,637635737,25791.2,0,136.1,-448.675,263.9,-69.9,-448.675,263.9,-69.9,-448.675,389.1,136.1,-448.675,389.1
W+1_RB1in_S11_Backward,637568281,24081.4,1,150.199,-390.953,146.4,328.601,-287.953,146.4,328.601,-287.953,263.3,150.199,-390.953,263.3
W+1_RB1in_S11_Forward,637633817,25791.2,1,150.199,-390.953,263.9,328.601,-287.953,263.9,328.601,-287.953,389.1,150.199,-390.953,389.1
W+1_RB1out_S11_Backward,637570329,24081.4,1,342.204,-320.514,146.4,163.802,-423.514,146.4,163.802,-423.514,263.3,342.204,-320.514,263.3
W+1_RB1out_S11_Forward,637635865,25791.2,1,342.204,-320.514,263.9,163.802,-423.514,263.9,163.802,-423.514,389.1,342.204,-320.514,389.1
W+1_RB1in_S12_Backward,637568409,24081.4,0,325.553,-263.476,146.4,428.553,-85.0743,146.4,428.553,-85.0743,263.3,325.553,-263.476,263.3
W+1_RB1in_S12_Forward,637633945,25791.2,0,325.553,-263.476,263.9,428.553,-85.0743,263.9,428.553,-85.0743,389.1,325.553,-263.476,389.1
W+1_RB1out_S12_Backward,637570457,24081.4,0,456.614,-106.471,146.4,353.614,-284.873,146.4,353.614,-284.873,263.3,456.614,-106.471,263.3
W+1_RB1out_S12_Forward,637635993,25791.2,0,456.614,-106.471,263.9,353.614,-284.873,263.9,353.614,-284.873,389.1,456.614,-106.471,389.1
W+1_RB2in_S01_Backward,637567033,19071.2,1,494.975,-142,146.4,494.975,106,146.4,494.975,106,223.3,494.975,-142,223.3
W+1_RB2in_S01_Middle,637599801,19691.2,1,494.975,-142,223.9,494.975,106,223.9,494.975,106,303.3,494.975,-142,303.3
W+1_RB2in_S01_Forward,637632569,21129.6,1,494.975,-142,303.9,494.975,106,303.9,494.975,106,389.1,494.975,-142,389.1
W+1_RB2out_S01_Backward,637569081,28991.2,1,529.975,105.3,146.4,529.975,-142.7,146.4,529.975,-142.7,263.3,529.975,105.3,263.3
W+1_RB2out_S01_Forward,637634617,31049.6,1,529.975,105.3,263.9,529.975,-142.7,263.9,529.975,-142.7,389.1,529.975,105.3,389.1
W+1_RB2in_S02_Backward,637567161,19071.2,0,499.661,124.512,146.4,375.661,339.286,146.4,375.661,339.286,223.3,499.661,124.512,223.3
W+1_RB2in_S02_Middle,637599929,19691.2,0,499.661,124.512,223.9,375.661,339.286,223.9,375.661,339.286,303.3,499.661,124.512,303.3
W+1_RB2in_S02_Forward,637632697,21129.6,0,499.661,124.512,303.9,375.661,339.286,303.9,375.661,339.286,389.1,499.661,124.512,389.1
W+1_RB2out_S02_Backward,637569209,28991.2,0,406.322,356.18,146.4,530.322,141.406,146.4,530.322,141.406,263.3,406.322,356.18,263.3
W+1_RB2out_S02_Forward,637634745,31049.6,0,406.322,356.18,263.9,530.322,141.406,263.9,530.322,141.406,389.1,406.322,356.18,389.1
W+1_RB2in_S03_Backward,637567289,19071.2,1,370.463,357.661,146.4,155.689,481.661,146.4,155.689,481.661,223.3,370.463,357.661,223.3
W+1_RB2in_S03_Middle,637600057,19691.2,1,370.463,357.661,223.9,155.689,481.661,223.9,155.689,481.661,303.3,370.463,357.661,303.3
W+1_RB2in_S03_Forward,637632825,21129.6,1,370.463,357.661,303.9,155.689,481.661,303.9,155.689,481.661,389.1,370.463,357.661,389.1
W+1_RB2out_S03_Backward,637569337,28991.2,1,173.795,511.622,146.4,388.569,387.622,146.4,388.569,387.622,263.3,173.795,511.622,263.3
W+1_RB2out_S03_Forward,637634873,31049.6,1,173.795,511.622,263.9,388.569,387.622,263.9,388.569,387.622,389.1,173.795,511.622,389.1
W+1_RB2in_S04_Backward,637567417,14235.2,0,142,494.975,185.4,-106,494.975,185.4,-106,494.975,242.8,142,494.975,242.8
W+1_RB2in_S04_Middle,637600185,19691.2,0,142,494.975,243.4,-106,494.975,243.4,-106,494.975,322.8,142,494.975,322.8
W+1_RB2in_S04_Forward,637632953,16293.6,0,142,494.975,323.4,-106,494.975,323.4,-106,494.975,389.1,142,494.975,389.1
W+1_RB2out_S04_Backward,637569465,24155.2,0,-105.3,529.975,185.4,142.7,529.975,185.4,142.7,529.975,282.8,-105.3,529.975,282.8
W+1_RB2out_S04_Forward,637635001,26213.6,0,-105.3,529.975,283.4,142.7,529.975,283.4,142.7,529.975,389.1,-105.3,529.975,389.1
W+1_RB2in_S05_Backward,637567545,19071.2,1,-124.512,499.661,146.4,-339.286,375.661,146.4,-339.286,375.661,223.3,-124.512,499.661,223.3
W+1_RB2in_S05_Middle,637600313,19691.2,1,-124.512,499.661,223.9,-339.286,375.661,223.9,-339.286,375.661,303.3,-124.512,499.661,303.3
W+1_RB2in_S05_Forward,637633081,21129.6,1,-124.512,499.661,303.9,-339.286,375.661,303.9,-339.286,375.661,389.1,-124.512,499.661,389.1
W+1_RB2out_S05_Backward,637569593,28991.2,1,-356.18,406.322,146.4,-141.406,530.322,146.4,-141.406,530.322,263.3,-356.18,406.322,263.3
W+1_RB2out_S05_Forward,637635129,31049.6,1,-356.18,406.322,263.9,-141.406,530.322,263.9,-141.406,530.322,389.1,-356.18,406.322,389.1
W+1_RB2in_S06_Backward,637567673,19071.2,0,-357.661,370.463,146.4,-481.661,155.689,146.4,-481.661,155.689,223.3,-357.661,370.463,223.3
W+1_RB2in_S06_Middle,637600441,19691.2,0,-357.661,370.463,223.9,-481.661,155.689,223.9,-481.661,155.689,303.3,-357.661,370.463,303.3
W+1_RB2in_S06_Forward,637633209,21129.6,0,-357.661,370.463,303.9,-481.661,155.689,303.9,-481.661,155.689,389.1,-357.661,370.463,389.1
W+1_RB2out_S06_Backward,637569721,28991.2,0,-511.622,173.795,146.4,-387.622,388.569,146.4,-387.622,388.569,263.3,-511.622,173.795,263.3
W+1_RB2out_S06_Forward,637635257,31049.6,0,-511.622,173.795,263.9,-387.622,388.569,263.9,-387.622,388.569,389.1,-511.622,173.795,389.1
W+1_RB2in_S07_Backward,637567801,19071.2,1,-494.975,142,146.4,-494.975,-106,146.4,-494.975,-106,223.3,-494.975,142,223.3
W+1_RB2in_S07_Middle,637600569,19691.2,1,-494.975,142,223.9,-494.975,-106,223.9,-494.975,-106,303.3,-494.975,142,303.3
W+1_RB2in_S07_Forward,637633337,21129.6,1,-494.975,142,303.9,-494.975,-106,303.9,-494.975,-106,389.1,-494.975,142,389.1
W+1_RB2out_S07_Backward,637569849,28991.2,1,-529.975,-105.3,146.4,-529.975,142.7,146.4,-529.975,142.7,263.3,-529.975,-105.3,263.3
W+1_RB2out_S07_Forward,637635385,31049.6,1,-529.975,-105.3,263.9,-529.975,142.7,263.9,-529.975,142.7,389.1,-529.975,-105.3,389.1
W+1_RB2in_S08_Backward,637567929,19071.2,0,-499.661,-124.512,146.4,-375.661,-339.286,146.4,-375.661,-339.286,223.3,-499.661,-124.512,223.3
W+1_RB2in_S08_Middle,637600697,19691.2,0,-499.661,-124.512,223.9,-375.661,-339.286,223.9,-375.661,-339.286,303.3,-499.661,-124.512,303.3
W+1_RB2in_S08_Forward,637633465,21129.6,0,-499.661,-124.512,303.9,-375.661,-339.286,303.9,-375.661,-339.286,389.1,-499.661,-124.512,389.1
W+1_RB2out_S08_Backward,637569977,28991.2,0,-406.322,-356.18,146.4,-530.322,-141.406,146.4,-530.322,-141.406,263.3,-406.322,-356.18,263.3
W+1_RB2out_S08_Forward,637635513,31049.6,0,-406.322,-356.18,263.9,-530.322,-141.406,263.9,-530.322,-141.406,389.1,-406.322,-356.18,389.1
W+1_RB2in_S09_Backward,637568057,19071.2,1,-370.463,-357.661,146.4,-155.689,-481.661,146.4,-155.689,-481.661,223.3,-370.463,-357.661,223.3
W+1_RB2in_S09_Middle,637600825,19691.2,1,-370.463,-357.661,223.9,-155.689,-481.661,223.9,-155.689,-481.661,303.3,-370.463,-357.661,303.3
W+1_RB2in_S09_Forward,637633593,21129.6,1,-370.463,-357.661,303.9,-155.689,-481.661,303.9,-155.689,-481.661,389.1,-370.463,-357.661,389.1
W+1_RB2out_S09_Backward,637570105,28991.2,1,-173.795,-511.622,146.4,-388.569,-387.622,146.4,-388.569,-387.622,263.3,-173.795,-511.622,263.3
W+1_RB2out_S09_Forward,637635641,31049.6,1,-173.795,-511.622,263.9,-388.569,-387.622,263.9,-388.569,-387.622,389.1,-173.795,-511.622,389.1
W+1_RB2in_S10_Backward,637568185,19071.2,0,-142,-494.975,146.4,106,-494.975,146.4,106,-494.975,223.3,-142,-494.975,223.3
W+1_RB2in_S10_Middle,637600953,19691.2,0,-142,-494.975,223.9,106,-494.975,223.9,106,-494.975,303.3,-142,-494.975,303.3
W+1_RB2in_S10_Forward,637633721,21129.6,0,-142,-494.975,303.9,106,-494.975,303.9,106,-494.975,389.1,-142,-494.975,389.1
W+1_RB2out_S10_Backward,637570233,28991.2,0,105.3,-529.975,146.4,-142.7,-529.975,146.4,-142.7,-529.975,263.3,105.3,-529.975,263.3
W+1_RB2out_S10_Forward,637635769,31049.6,0,105.3,-529.975,263.9,-142.7,-529.975,263.9,-142.7,-529.975,389.1,105.3,-529.975,389.1
W+1_RB2in_S11_Backward,637568313,19071.2,1,124.512,-499.661,146.4,339.286,-375.661,146.4,339.286,-375.661,223.3,124.512,-499.661,223.3
W+1_RB2in_S11_Middle,637601081,19691.2,1,124.512,-499.661,223.9,339.286,-375.661,223.9,339.286,-375.661,303.3,124.512,-499.661,303.3
W+1_RB2in_S11_Forward,637633849,21129.6,1,124.512,-499.661,303.9,339.286,-375.661,303.9,339.286,-375.661,389.1,124.512,-499.661,389.1
W+1_RB2out_S11_Backward,637570361,28991.2,1,356.18,-406.322,146.4,141.406,-530.322,146.4,141.406,-530.322,263.3,356.18,-406.322,263.3
W+1_RB2out_S11_Forward,637635897,31049.6,1,356.18,-406.322,263.9,141.406,-530.322,263.9,141.406,-530.322,389.1,356.18,-406.322,389.1
W+1_RB2in_S12_Backward,637568441,19071.2,0,357.661,-370.463,146.4,481.661,-155.689,146.4,481.661,-155.689,223.3,357.661,-370.463,223.3
W+1_RB2in_S12_Middle,637601209,19691.2,0,357.661,-370.463,223.9,481.661,-155.689,223.9,481.661,-155.689,303.3,357.661,-370.463,303.3
W+1_RB2in_S12_Forward,637633977,21129.6,0,357.661,-370.463,303.9,481.661,-155.689,303.9,481.661,-155.689,389.1,357.661,-370.463,389.1
