#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
357704:8143,08/19/22 18:13:10,92,86,0.019017132,0.017204571
357705:8143,08/19/22 18:48:46,213,203,0.041941889,0.038384599
357706:8143,08/19/22 20:11:19,170,170,0.028915906,0.028139618
357719:8144,08/19/22 23:05:48,12,2,0.000002785,0.000000133
357720:8144,08/19/22 23:10:16,100,100,0.023748516,0.021844760
357731:8146,08/20/22 09:47:55,8,0,0.000002335,0
357732:8146,08/20/22 09:50:39,165,157,0.050647937,0.041077179
357733:8146,08/20/22 10:54:38,26,15,0.011112812,0.005052651
357734:8146,08/20/22 11:04:44,304,300,0.117230806,0.107254510
357735:8146,08/20/22 13:02:37,1126,1126,0.327256965,0.315906750
357753:8147,08/20/22 22:35:52,16,9,0.000004218,0.000001941
357754:8147,08/20/22 22:41:42,150,146,0.041374056,0.034753287
357755:8147,08/20/22 23:39:45,13,5,0.005370059,0
357756:8147,08/20/22 23:44:38,429,425,0.156854899,0.145822390
357757:8147,08/21/22 02:31:12,16,9,0.005294526,0.002085369
357758:8147,08/21/22 02:37:20,91,85,0.029374399,0.024880552
357759:8147,08/21/22 03:12:42,87,70,0.026869830,0.020209735
357764:8148,08/21/22 07:16:10,7,0,0.000001824,0
357765:8148,08/21/22 07:18:45,15,6,0.000003937,0.000000093
357766:8148,08/21/22 07:24:16,153,148,0.054294990,0.045824681
357767:8148,08/21/22 08:23:41,44,17,0.018608330,0.005738255
357769:8148,08/21/22 08:40:25,38,19,0.015657343,0.006571872
357770:8148,08/21/22 08:54:49,80,32,0.032164470,0.011679551
357771:8148,08/21/22 09:25:42,152,129,0.057574186,0.047191390
357776:8148,08/21/22 10:24:33,569,562,0.182173330,0.172144597
357777:8148,08/21/22 14:05:35,97,86,0.026733319,0.022849019
357778:8148,08/21/22 14:43:17,367,358,0.091889844,0.085681801
357779:8148,08/21/22 17:05:46,90,81,0.020699706,0.016621058
357780:8148,08/21/22 17:40:36,11,2,0.002500903,0.000102468
357781:8148,08/21/22 17:44:36,10,10,0.002243088,0.002080793
357801:8149,08/21/22 20:40:02,9,0,0.000001569,0
357802:8149,08/21/22 20:43:18,211,206,0.059839652,0.053397244
357803:8149,08/21/22 22:05:02,160,154,0.057173281,0.051602406
357804:8149,08/21/22 23:06:51,28,23,0.010023029,0.007542239
357805:8149,08/21/22 23:17:38,93,88,0.032512682,0.029014014
357806:8149,08/21/22 23:53:44,70,65,0.021389543,0.017899951
357807:8149,08/22/22 00:20:46,250,244,0.081946891,0.076420645
357808:8149,08/22/22 01:57:54,23,17,0.007043458,0.004233347
357809:8149,08/22/22 02:06:38,44,41,0.013412694,0.011826321
357812:8149,08/22/22 02:23:37,53,50,0.015866703,0.014290668
357813:8149,08/22/22 02:44:13,296,293,0.082665971,0.077920792
357814:8149,08/22/22 04:39:12,220,212,0.055633376,0.050094098
357815:8149,08/22/22 06:04:22,944,944,0.196344285,0.191247914
357883:8151,08/22/22 23:23:36,13,3,0.000003497,0.000000244
357885:8151,08/22/22 23:28:09,133,130,0.025577318,0.022032648
357886:8151,08/23/22 00:19:45,9,6,0.003216283,0.001296323
357887:8151,08/23/22 00:22:57,11,8,0.003985099,0.002061621
357888:8151,08/23/22 00:27:05,9,5,0.003297036,0.001253494
357889:8151,08/23/22 00:30:28,16,10,0.005827003,0.002441682
357890:8151,08/23/22 00:36:27,29,23,0.010436719,0.006354181
357891:8151,08/23/22 00:47:38,45,41,0.015905297,0.013063909
357892:8151,08/23/22 01:04:53,38,30,0.013576884,0.009843460
357893:8151,08/23/22 01:19:40,19,15,0.006853490,0.003540314
357894:8151,08/23/22 01:26:44,32,27,0.011444632,0.007210625
357895:8151,08/23/22 01:39:06,56,52,0.020507502,0.015246842
357896:8151,08/23/22 02:00:40,19,15,0.006827017,0.004334613
357897:8151,08/23/22 02:07:52,49,18,0.017454097,0.005407561
357898:8151,08/23/22 02:26:33,316,313,0.110718227,0.102658013
357899:8151,08/23/22 04:29:12,642,638,0.186554427,0.176490809
357900:8151,08/23/22 08:38:20,540,531,0.119331344,0.112620799
357901:8151,08/23/22 12:07:52,10,1,0.001880119,0.000041056
357902:8151,08/23/22 12:11:41,14,14,0.002492703,0.002450561
359108:8162,09/21/22 10:56:05,23,2,0,0
359111:8162,09/21/22 11:05:01,57,50,0,0
359112:8162,09/21/22 11:27:07,91,84,0.000000256,0.000000231
359113:8162,09/21/22 12:02:09,38,19,0.000000114,0.000000055
359115:8162,09/21/22 12:16:41,452,452,0.000001215,0.000001202
359135:8164,09/21/22 21:39:16,8,0,0,0
359136:8164,09/21/22 21:42:04,30,26,0,0
359137:8164,09/21/22 21:53:42,58,58,0,0
359146:8165,09/22/22 00:09:20,11,2,0,0
359147:8165,09/22/22 00:13:19,11,2,0,0
359149:8165,09/22/22 00:17:24,248,240,0.000000714,0.000000694
359150:8165,09/22/22 01:53:22,12,12,0.000000003,0.000000003
359154:8166,09/22/22 03:18:48,12,3,0,0
359159:8167,09/22/22 04:32:49,13,3,0,0
359160:8167,09/22/22 04:37:13,3,3,0,0
359164:8168,09/22/22 06:22:17,130,119,0.000001898,0.000001205
359165:8168,09/22/22 07:12:45,90,85,0.000004813,0.000004131
359166:8168,09/22/22 07:47:32,76,76,0.000003927,0.000003883
359182:8169,09/22/22 10:47:28,54,40,0.000002672,0.000001898
359187:8169,09/22/22 11:08:01,79,55,0.000003888,0.000002582
359188:8169,09/22/22 11:38:41,67,64,0.000002942,0.000002692
359190:8169,09/22/22 12:04:42,10,10,0.000000029,0.000000029
359265:8177,09/23/22 16:31:58,17,0,0.000000302,0
359268:8177,09/23/22 16:38:18,362,347,0.000045907,0.000043406
359270:8177,09/23/22 18:58:37,165,165,0.000019698,0.000019408
359275:8178,09/23/22 22:10:41,16,0,0.000002979,0
359278:8178,09/23/22 22:16:53,48,42,0.000014475,0.000011848
359279:8178,09/23/22 22:35:28,41,35,0.000015559,0.000012899
359280:8178,09/23/22 22:51:24,44,41,0.000017631,0.000015971
359281:8178,09/23/22 23:08:07,44,37,0.000017620,0.000014544
359282:8178,09/23/22 23:25:12,1985,1977,0.000380295,0.000371929
359283:8178,09/24/22 12:16:19,22,13,0.000009378,0.000005069
359284:8178,09/24/22 12:24:46,13,7,0.000005547,0.000002773
359285:8178,09/24/22 12:29:46,22,1,0.000009387,0.000000288
359286:8178,09/24/22 12:38:10,222,215,0.000094951,0.000090011
359287:8178,09/24/22 14:04:22,80,77,0.000027496,0.000025662
359288:8178,09/24/22 14:35:13,199,186,0.000037055,0.000030894
359289:8178,09/24/22 15:52:14,1011,997,0.000340147,0.000330295
359291:8178,09/24/22 22:24:49,1240,1227,0.000532469,0.000515441
359293:8178,09/25/22 06:26:13,204,201,0.000088092,0.000085525
359294:8178,09/25/22 07:45:15,1202,1188,0.000320363,0.000311035
359296:8178,09/25/22 15:32:01,417,410,0.000140113,0.000135313
359297:8178,09/25/22 18:13:49,2066,2066,0.000828300,0.000817502
359341:8181,09/26/22 15:48:10,8,0,0.000000004,0
359342:8181,09/26/22 15:51:01,20,16,0.000005755,0.000003238
359343:8181,09/26/22 15:58:31,547,547,0.000227821,0.000217035
359347:8183,09/26/22 21:36:31,13,0,0,0
359349:8183,09/26/22 21:41:22,35,35,0,0
359354:8184,09/26/22 23:38:19,12,0,0,0
359356:8184,09/26/22 23:43:02,151,151,0.000007273,0.000007123
359359:8185,09/27/22 02:16:55,15,0,0,0
359361:8185,09/27/22 02:22:32,7,4,0,0
359362:8185,09/27/22 02:25:03,7,2,0,0
359363:8185,09/27/22 02:27:37,9,3,0.000000140,0
359364:8185,09/27/22 02:30:53,21,12,0.000000758,0
359365:8185,09/27/22 02:39:01,8,3,0.000000662,0.000000089
359366:8185,09/27/22 02:41:47,68,68,0.000007100,0.000007030
359368:8186,09/27/22 05:43:43,8,0,0,0
359369:8186,09/27/22 05:46:37,96,91,0.000003003,0.000002518
359370:8186,09/27/22 06:23:35,121,103,0.000011629,0.000010500
359374:8186,09/27/22 07:10:23,6,6,0.000000038,0.000000038
359384:8187,09/27/22 08:44:35,113,0,0.000006985,0
359433:8192,09/27/22 16:49:33,12,2,0,0
359434:8192,09/27/22 16:53:31,115,115,0.000005889,0.000005834
359445:8194,09/27/22 19:44:52,23,0,0,0
359448:8194,09/27/22 19:53:42,75,67,0.000004059,0.000000569
359449:8194,09/27/22 20:22:34,48,48,0.000005458,0.000005405
359454:8195,09/27/22 22:48:48,10,0,0,0
359455:8195,09/27/22 22:52:34,97,90,0.000006064,0.000003723
359463:8196,09/28/22 01:11:38,13,0,0,0
359465:8196,09/28/22 01:16:25,84,84,0.000003995,0.000003957
359540:8200,09/28/22 22:40:17,18,2,0,0
359542:8200,09/28/22 22:46:54,80,80,0.000004781,0.000004757
359566:8210,09/29/22 14:05:32,12,2,0.000000009,0
359567:8210,09/29/22 14:09:54,6,3,0.000000005,0
359568:8210,09/29/22 14:12:10,73,64,0.000935929,0.000764033
359569:8210,09/29/22 14:40:16,91,83,0.001478989,0.001327979
359570:8210,09/29/22 15:15:28,36,19,0.000579916,0.000288088
359571:8210,09/29/22 15:29:19,185,168,0.002938093,0.002495000
359575:8210,09/29/22 16:41:24,102,89,0.001595922,0.001320775
359576:8210,09/29/22 17:21:00,58,47,0.000898037,0.000686115
359577:8210,09/29/22 17:43:13,46,35,0.000706704,0.000529836
359578:8210,09/29/22 18:00:50,45,35,0.000685026,0.000519838
359579:8210,09/29/22 18:18:16,43,32,0.000968231,0.000677058
359580:8210,09/29/22 18:34:41,43,33,0.001100001,0.000815125
359581:8210,09/29/22 18:51:16,43,32,0.001084491,0.000795145
359582:8210,09/29/22 19:07:48,50,34,0.001244755,0.000791264
359584:8210,09/29/22 19:27:04,44,33,0.001076349,0.000750786
359585:8210,09/29/22 19:43:59,225,225,0.002967567,0.002907122
359595:8211,09/30/22 00:48:28,301,288,0.006567429,0.006251210
359597:8211,09/30/22 02:45:13,100,100,0.002290945,0.002235311
359599:8212,09/30/22 05:21:35,8,0,0.000574478,0
359602:8212,09/30/22 05:24:23,84,74,0.006825378,0.005399101
359603:8212,09/30/22 05:56:49,23,11,0.002245445,0.001039848
359604:8212,09/30/22 06:05:26,20,10,0.001937740,0.000890129
359605:8212,09/30/22 06:13:00,22,18,0.002089725,0.001356267
359606:8212,09/30/22 06:21:30,9,3,0.000857065,0
359607:8212,09/30/22 06:24:48,50,50,0.004759973,0.004614563
359608:8212,09/30/22 07:21:02,103,95,0.008863993,0.008008376
359609:8212,09/30/22 08:00:32,32,25,0.002641051,0.001689415
359610:8212,09/30/22 08:12:56,30,21,0.002439234,0.000223688
359611:8212,09/30/22 08:24:13,20,2,0.001589486,0.000018229
359612:8212,09/30/22 08:31:57,24,12,0.001908634,0.000767409
359614:8212,09/30/22 08:40:55,5,5,0.000394082,0.000393703
359660:8214,09/30/22 14:36:07,8,0,0.000000368,0
359661:8214,09/30/22 14:38:57,122,122,0.010742225,0.010209628
359675:8216,09/30/22 20:31:21,36,2,0.000232204,0.000000007
359681:8216,09/30/22 20:44:54,9,3,0.001037438,0.000108089
359682:8216,09/30/22 20:48:12,14,2,0.001652790,0.000002170
359683:8216,09/30/22 20:53:32,21,17,0.002675962,0.000118463
359684:8216,09/30/22 21:01:34,166,159,0.028025303,0.026616751
359685:8216,09/30/22 22:05:59,170,141,0.026499213,0.020693879
359686:8216,09/30/22 23:11:45,934,934,0.113498493,0.112635917
359689:8220,10/01/22 10:29:36,28,9,0.000005903,0.000001593
359691:8220,10/01/22 10:39:50,238,165,0.070215227,0.037756437
359693:8220,10/01/22 12:12:09,622,614,0.170595340,0.160335201
359694:8220,10/01/22 16:13:38,1090,1090,0.219343920,0.214162955
359698:8221,10/02/22 02:26:22,8,0,0.000000317,0
359699:8221,10/02/22 02:29:21,2088,2088,0.448864438,0.435024251
359715:8222,10/02/22 18:17:16,15,0,0.000005131,0
359717:8222,10/02/22 18:23:05,385,379,0.133019528,0.125148728
359718:8222,10/02/22 20:52:32,373,373,0.125226766,0.119900116
359749:8223,10/03/22 11:16:00,8,0,0.000002164,0
359750:8223,10/03/22 11:18:47,248,242,0.078837592,0.063155176
359751:8223,10/03/22 12:54:53,1006,1006,0.316225755,0.303150223
359761:8225,10/03/22 22:53:51,12,2,0.000002853,0.000000137
359762:8225,10/03/22 22:58:31,283,278,0.091804387,0.085142472
359763:8225,10/04/22 00:48:18,481,474,0.153179688,0.145103135
359764:8225,10/04/22 03:54:57,1118,1118,0.260429737,0.251116666
359775:8226,10/04/22 12:53:00,8,0,0,0
359776:8226,10/04/22 12:55:48,436,436,0.000240815,0.000238743
359804:8228,10/04/22 22:23:39,8,0,0.000002514,0
359806:8228,10/04/22 22:26:32,432,410,0.158141124,0.142842400
359808:8228,10/05/22 01:14:08,49,46,0.018351604,0.016015320
359809:8228,10/05/22 01:32:58,47,44,0.017213802,0.014922082
359810:8228,10/05/22 01:51:07,201,184,0.069506595,0.060453738
359812:8228,10/05/22 03:08:59,244,228,0.076842395,0.068305218
359813:8228,10/05/22 04:43:40,15,6,0.004458003,0.000000237
359814:8228,10/05/22 04:49:10,366,366,0.101527001,0.097874246
359866:8230,10/05/22 18:27:58,13,2,0.000005620,0.000000120
359867:8230,10/05/22 18:32:34,6,3,0.000002528,0.000000319
359868:8230,10/05/22 18:34:50,65,57,0.009914501,0.005003148
359869:8230,10/05/22 18:59:48,17,10,0.006264060,0.000000354
359870:8230,10/05/22 19:06:13,20,13,0.008103264,0.002940813
359871:8230,10/05/22 19:13:55,228,228,0.101377587,0.095572915
359886:8232,10/06/22 04:54:14,8,0,0,0
359887:8232,10/06/22 04:57:03,508,508,0.000322438,0.000320210
359897:8233,10/06/22 10:12:04,18,3,0.000000080,0.000000005
359899:8233,10/06/22 10:18:21,313,305,0.008507244,0.007693247
359901:8233,10/06/22 12:19:42,22,7,0.000582412,0.000000023
359903:8233,10/06/22 12:28:02,41,31,0.001065165,0.000415652
359904:8233,10/06/22 12:43:43,24,16,0.000615259,0.000000021
359905:8233,10/06/22 12:53:02,25,6,0.000637937,0.000036064
359906:8233,10/06/22 13:02:47,32,18,0.000803678,0.000378159
359908:8233,10/06/22 13:15:04,22,9,0.000224472,0.000212416
359909:8233,10/06/22 13:23:24,125,107,0.000000346,0.000000294
359915:8233,10/06/22 14:11:39,64,59,0.000000173,0.000000157
359917:8233,10/06/22 14:36:19,67,61,0.000000180,0.000000163
359920:8233,10/06/22 15:02:11,60,54,0.000000160,0.000000143
359926:8233,10/06/22 16:14:07,86,0,0.000000221,0
359934:8233,10/06/22 16:47:24,38,26,0.000000097,0.000000064
359935:8233,10/06/22 17:01:55,67,16,0.000000172,0.000000039
359936:8233,10/06/22 17:27:43,20,20,0.000000050,0.000000050
359996:8236,10/07/22 16:06:01,9,0,0.000002976,0
359998:8236,10/07/22 16:09:12,1918,1918,0.585715647,0.564197310
360016:8238,10/08/22 11:02:45,8,0,0.000002189,0
360017:8238,10/08/22 11:05:52,104,92,0.017428260,0.014020561
360018:8238,10/08/22 11:46:06,20,12,0.005893180,0.003132321
360019:8238,10/08/22 11:53:37,1489,1489,0.471850443,0.455485025
360063:8245,10/09/22 20:28:34,15,0,0.000005740,0
360075:8245,10/09/22 20:34:10,873,811,0.336689481,0.301122073
360088:8245,10/10/22 02:13:17,328,314,0.104519652,0.096697252
360090:8245,10/10/22 04:20:42,800,800,0.202565899,0.195830657
360114:8247,10/10/22 13:36:38,9,0,0.000003316,0
360116:8247,10/10/22 13:40:06,466,440,0.172817879,0.151854754
360121:8247,10/10/22 16:41:07,12,4,0.004999946,0.000000113
360122:8247,10/10/22 16:45:28,6,3,0.002527570,0.000226208
360123:8247,10/10/22 16:47:47,6,2,0.002517195,0.000071992
360124:8247,10/10/22 16:49:51,8,1,0.003341462,0.000137198
360125:8247,10/10/22 16:52:43,331,324,0.126954351,0.117962174
360126:8247,10/10/22 19:01:14,375,370,0.123401846,0.116601097
360127:8247,10/10/22 21:26:55,205,201,0.059585838,0.056316157
360128:8247,10/10/22 22:46:21,180,172,0.048779237,0.042963179
360129:8247,10/10/22 23:56:01,56,50,0.014587904,0.000000342
360130:8247,10/11/22 00:17:44,99,91,0.025034343,0.021879395
360131:8247,10/11/22 00:56:12,378,378,0.087939655,0.085429837
360139:8248,10/11/22 05:14:04,22,8,0.000007657,0.000002228
360141:8248,10/11/22 05:22:16,775,775,0.298546621,0.284667798
360188:8250,10/11/22 16:56:57,8,0,0.000003007,0
360190:8250,10/11/22 16:59:52,25,25,0.000029199,0.000028893
360215:8252,10/11/22 22:19:13,20,2,0.000007211,0.000000322
360217:8252,10/11/22 22:26:36,12,12,0.000004260,0.000004254
360223:8253,10/12/22 00:49:54,7,0,0.000002413,0
360224:8253,10/12/22 00:52:33,283,267,0.095463416,0.082003024
360225:8253,10/12/22 02:42:17,363,363,0.146908606,0.136546674
360272:8255,10/12/22 16:37:31,8,0,0,0
360274:8255,10/12/22 16:40:16,313,313,0.000011954,0.000011855
360283:8256,10/12/22 21:12:26,20,0,0.000007277,0
360286:8256,10/12/22 21:20:12,8,8,0.000002510,0.000002291
360294:8260,10/13/22 02:29:18,7,0,0.000002356,0
360295:8260,10/13/22 02:31:50,1482,1475,0.533056280,0.507429628
360296:8260,10/13/22 12:07:35,526,526,0.134578108,0.129973461
360326:8263,10/14/22 00:11:43,7,0,0.000002097,0
360327:8263,10/14/22 00:14:20,383,383,0.138262744,0.131894044
360387:8267,10/14/22 20:01:53,11,0,0.000003227,0.000000031
360389:8267,10/14/22 20:06:00,57,52,0.005585449,0.002438000
360390:8267,10/14/22 20:28:06,87,84,0.032845166,0.029370291
360391:8267,10/14/22 21:01:37,23,13,0.009557279,0.001700822
360392:8267,10/14/22 21:10:16,68,65,0.027610103,0.023461976
360393:8267,10/14/22 21:36:29,124,124,0.050940401,0.047824215
360399:8269,10/15/22 02:29:48,7,0,0.000001785,0
360400:8269,10/15/22 02:32:30,119,119,0.028439776,0.027137938
360412:8272,10/15/22 09:14:03,7,0,0.000002278,0
360413:8272,10/15/22 09:16:38,133,133,0.042637227,0.038097021
360427:8273,10/15/22 12:41:27,7,0,0.000001969,0
360428:8273,10/15/22 12:43:59,132,129,0.038227551,0.031856555
360429:8273,10/15/22 13:35:03,11,4,0.004334667,0
360430:8273,10/15/22 13:39:11,37,20,0.015391430,0.000000141
360432:8273,10/15/22 13:53:32,39,32,0.016051137,0.011077480
360433:8273,10/15/22 14:08:37,8,4,0.003248045,0.000000032
360434:8273,10/15/22 14:11:33,11,4,0.004434931,0
360435:8273,10/15/22 14:15:34,78,60,0.031647219,0.019289276
360437:8273,10/15/22 14:45:40,51,44,0.020944230,0.015882830
360438:8273,10/15/22 15:05:14,77,61,0.030981269,0.018802234
360439:8273,10/15/22 15:34:51,21,15,0.008431799,0.005447118
360440:8273,10/15/22 15:42:46,12,6,0.005033843,0.002044710
360441:8273,10/15/22 15:47:09,152,145,0.062555117,0.057013370
360442:8273,10/15/22 16:46:07,141,102,0.054881492,0.038458309
360444:8273,10/15/22 17:40:40,2,2,0.000612267,0.000000015
360457:8274,10/15/22 20:04:31,9,0,0.000002382,0
360458:8274,10/15/22 20:07:30,257,249,0.081909587,0.071561592
360459:8274,10/15/22 21:47:03,1344,1339,0.463578833,0.441570491
360460:8274,10/16/22 06:28:58,1086,1086,0.230945399,0.223458059
360484:8276,10/16/22 16:41:15,9,0,0.000001232,0
360486:8276,10/16/22 16:44:33,493,475,0.181671256,0.157105648
360490:8276,10/16/22 19:56:06,1203,1199,0.375249017,0.357318502
360491:8276,10/17/22 03:43:11,190,190,0.041291285,0.039477139
360734:8289,10/19/22 10:19:41,10,0,0.000000087,0
360736:8289,10/19/22 10:23:11,24,18,0.000007886,0.000000146
360737:8289,10/19/22 10:32:16,28,28,0.001184619,0.001127865
360760:8293,10/19/22 14:47:09,9,0,0.000000073,0
360761:8293,10/19/22 14:50:08,190,190,0.009625577,0.009432755
360786:8294,10/19/22 21:02:07,12,0,0.000004327,0
360788:8294,10/19/22 21:06:42,22,22,0.001180278,0.001111266
360793:8295,10/19/22 23:40:45,8,0,0.000002532,0.000000101
360794:8295,10/19/22 23:43:33,725,718,0.271478390,0.253959461
360795:8295,10/20/22 04:25:12,416,412,0.153861184,0.146037970
360796:8295,10/20/22 07:06:44,561,556,0.165566870,0.157765506
360797:8295,10/20/22 10:44:41,15,15,0.002808771,0.002452213
360818:8297,10/20/22 13:28:51,7,0,0.000001042,0
360819:8297,10/20/22 13:31:27,46,38,0.007092103,0.002474523
360820:8297,10/20/22 13:48:58,899,892,0.369688853,0.346248744
360821:8297,10/20/22 19:38:14,103,9,0.037562535,0.000000090
360825:8297,10/20/22 20:18:01,366,359,0.121174537,0.113050163
360826:8297,10/20/22 22:40:06,120,120,0.035935709,0.033837461
360855:8299,10/21/22 10:54:28,7,0,0.000000048,0
360856:8299,10/21/22 10:57:00,98,98,0.003848996,0.003746428
360872:8301,10/21/22 16:36:52,15,0,0.000000093,0
360874:8301,10/21/22 16:42:21,90,83,0.004346039,0.003736725
360875:8301,10/21/22 17:17:17,39,32,0.002501969,0.001944004
360876:8301,10/21/22 17:32:25,410,347,0.024725680,0.020828059
360885:8302,10/21/22 22:22:12,16,0,0.000003693,0
360886:8302,10/21/22 22:27:58,14,7,0.000003167,0.000001404
360887:8302,10/21/22 22:33:17,143,134,0.052960663,0.045413689
360888:8302,10/21/22 23:28:39,305,297,0.134811967,0.121991258
360889:8302,10/22/22 01:26:51,43,36,0.018858870,0.008568908
360890:8302,10/22/22 01:43:25,540,519,0.209047297,0.192999953
360892:8302,10/22/22 05:12:52,311,307,0.099925349,0.094995764
360893:8302,10/22/22 07:13:39,34,16,0.010222441,0.004390938
360894:8302,10/22/22 07:26:52,20,13,0.005945572,0.003451272
360895:8302,10/22/22 07:34:19,707,705,0.180971434,0.174842990
360910:8303,10/22/22 13:50:55,13,0,0.000003292,0
360912:8303,10/22/22 13:55:44,19,19,0.000007971,0.000007809
360918:8304,10/22/22 15:44:13,9,0,0.000002086,0
360919:8304,10/22/22 15:47:26,839,836,0.344037894,0.324932158
360920:8304,10/22/22 21:13:19,11,4,0.004376470,0.001359519
360921:8304,10/22/22 21:17:35,219,219,0.082092332,0.078453572
360926:8305,10/23/22 00:50:11,9,0,0.000002159,0
360927:8305,10/23/22 00:53:12,1936,1931,0.691999991,0.658273504
360938:8306,10/23/22 15:17:37,9,0,0.000002356,0
360940:8306,10/23/22 15:20:54,51,43,0.008561187,0.006003181
360941:8306,10/23/22 15:40:28,87,76,0.032754373,0.024654877
360942:8306,10/23/22 16:14:08,391,348,0.168060606,0.140122228
360945:8306,10/23/22 18:45:57,108,99,0.046344783,0.037957238
360946:8306,10/23/22 19:27:46,398,369,0.159737335,0.140312635
360948:8306,10/23/22 22:02:16,133,123,0.047527979,0.041110674
360950:8306,10/23/22 22:53:44,730,718,0.219671157,0.207973714
360951:8306,10/24/22 03:37:03,194,194,0.046564919,0.044634946
360990:8307,10/24/22 10:07:55,7,0,0.000000123,0
360991:8307,10/24/22 10:10:28,278,271,0.029581918,0.027641753
360992:8307,10/24/22 11:58:16,100,100,0.010942686,0.010675585
361016:8309,10/24/22 16:47:16,7,0,0.000000116,0
361020:8309,10/24/22 16:49:52,448,443,0.028251415,0.026463689
361032:8309,10/24/22 19:43:41,45,45,0.002738935,0.002737074
361043:8311,10/24/22 23:45:07,9,0,0.000002292,0
361044:8311,10/24/22 23:48:04,173,166,0.057668460,0.051409164
361045:8311,10/25/22 00:55:11,1004,956,0.411563838,0.372216213
361050:8311,10/25/22 07:24:55,25,10,0.008604291,0.003107563
361052:8311,10/25/22 07:34:37,74,65,0.024476488,0.020413472
361053:8311,10/25/22 08:03:05,10,2,0.003218201,0.000060324
361054:8311,10/25/22 08:06:43,500,476,0.146142100,0.130069418
361059:8311,10/25/22 11:20:56,122,122,0.031536025,0.030568208
361081:8312,10/25/22 14:06:58,10,0,0.000000616,0
361082:8312,10/25/22 14:10:39,32,21,0.001071801,0.000003949
361083:8312,10/25/22 14:22:56,60,60,0.008450493,0.007934170
361090:8313,10/25/22 16:23:37,7,0,0.000000406,0
361091:8313,10/25/22 16:26:20,445,441,0.055829371,0.053559788
361092:8313,10/25/22 19:18:52,335,335,0.000376352,0.000375962
361103:8314,10/25/22 23:17:45,7,0,0.000001332,0
361105:8314,10/25/22 23:20:19,466,460,0.159047036,0.148728766
361106:8314,10/26/22 02:21:11,37,31,0.013451658,0.010501968
361107:8314,10/26/22 02:35:30,162,156,0.059918113,0.054614865
361108:8314,10/26/22 03:38:10,15,7,0.005659076,0.002056527
361110:8314,10/26/22 03:43:42,203,203,0.070804900,0.066432485
361187:8315,10/26/22 18:11:15,9,0,0.000002865,0.000000012
361188:8315,10/26/22 18:14:19,189,186,0.067752061,0.059545016
361193:8315,10/26/22 19:27:44,36,29,0.015455832,0.010963701
361195:8315,10/26/22 19:41:33,29,25,0.012576538,0.008015686
361196:8315,10/26/22 19:52:29,16,9,0.006834476,0.000013923
361197:8315,10/26/22 19:58:35,2216,2177,0.751855377,0.676764393
