#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
384128:9978,08/05/24 20:00:38,1614,1614,0.723718565,0.679425400
384187:9982,08/06/24 20:49:22,401,395,0.171302446,0.155383128
384188:9982,08/06/24 23:24:43,1677,1677,0.697080659,0.657021687
384202:9983,08/07/24 12:14:45,1778,1771,0.783785588,0.735828849
384203:9983,08/07/24 23:45:16,16,8,0.005363554,0.002246899
384204:9983,08/07/24 23:51:25,222,222,0.068914662,0.064800769
384208:9984,08/08/24 06:49:11,1,0,0.000000054,0
384209:9984,08/08/24 07:03:40,795,795,0.365065475,0.339409570
384238:9986,08/08/24 17:10:22,552,544,0.250209449,0.227845138
384239:9986,08/08/24 20:44:28,1394,1333,0.588238337,0.535215999
384243:9986,08/09/24 05:45:48,106,98,0.032068786,0.028497711
384244:9986,08/09/24 06:26:49,153,153,0.043634249,0.042000176
384264:9987,08/09/24 11:24:01,993,984,0.458383479,0.421532030
384265:9987,08/09/24 17:49:25,445,439,0.203448284,0.176168950
384266:9987,08/09/24 20:42:04,686,686,0.218677562,0.213019917
384272:9988,08/10/24 04:20:14,524,514,0.045132963,0.043993401
384273:9988,08/10/24 07:43:24,118,105,0.004489471,0.003948703
384276:9988,08/10/24 08:29:15,939,932,0.049468262,0.045727898
384277:9988,08/10/24 14:34:01,52,52,0.024485260,0.022982774
384290:9989,08/10/24 20:03:52,233,226,0.098534053,0.084464345
384291:9989,08/10/24 21:33:54,1650,1650,0.718835239,0.678161303
384318:9992,08/11/24 12:31:27,45,45,0.010738863,0.010120883
384322:9994,08/11/24 18:17:01,723,713,0.331523876,0.302130802
384323:9994,08/11/24 22:57:34,433,433,0.204708248,0.191195169
384329:9995,08/12/24 03:42:38,1,0,0.000000113,0
384331:9995,08/12/24 03:54:26,607,601,0.276846971,0.252935573
384332:9995,08/12/24 07:49:44,529,529,0.249910246,0.232188942
384377:9996,08/12/24 18:23:44,419,407,0.187043498,0.166987111
384378:9996,08/12/24 21:06:29,268,173,0.126501923,0.074313762
384380:9996,08/12/24 22:50:19,71,34,0.033718349,0.014599537
384382:9996,08/12/24 23:17:40,291,280,0.137336025,0.124078810
384383:9996,08/13/24 01:10:37,1585,1585,0.552308171,0.523915150
384406:10000,08/13/24 14:17:02,615,615,0.278653605,0.260035926
384413:10001,08/13/24 20:22:30,1971,1971,0.843388501,0.791557281
384445:10002,08/14/24 11:50:31,44,34,0.011103756,0.007615639
384446:10002,08/14/24 12:07:24,248,248,0.114196570,0.106302649
384464:10004,08/14/24 18:41:33,264,264,0.111397554,0.104084263
384468:10005,08/14/24 23:34:06,1929,1929,0.828812493,0.769476890
384485:10006,08/15/24 14:38:49,122,110,0.040291765,0.032689339
384486:10006,08/15/24 15:25:49,43,34,0.020290922,0.014402706
384487:10006,08/15/24 15:42:19,39,30,0.018508769,0.012818956
384488:10006,08/15/24 15:57:10,14,4,0.006666458,0.000046636
384489:10006,08/15/24 16:02:32,38,29,0.017978320,0.011927215
384490:10006,08/15/24 16:17:13,40,31,0.018866527,0.012890441
384491:10006,08/15/24 16:32:41,41,32,0.019337195,0.013352790
384492:10006,08/15/24 16:48:32,1612,1612,0.700480423,0.656547401
384564:10010,08/16/24 21:12:32,1,0,0.000000103,0
384565:10010,08/16/24 21:24:49,1726,1726,0.769569270,0.711036326
384579:10012,08/17/24 11:12:46,537,537,0.244883361,0.227177129
384591:10013,08/17/24 17:13:10,194,177,0.074443695,0.060928137
384592:10013,08/17/24 18:28:09,12,5,0.005640939,0.000000002
384593:10013,08/17/24 18:32:48,138,138,0.065256447,0.060335595
384610:10014,08/17/24 22:40:01,418,418,0.152846533,0.145361227
384614:10016,08/18/24 05:41:05,1252,1252,0.581580675,0.540184951
384638:10017,08/18/24 17:14:53,555,545,0.251331403,0.218708812
384639:10017,08/18/24 20:50:13,14,6,0.006623796,0.000000007
384640:10017,08/18/24 20:55:26,22,12,0.010363665,0
384641:10017,08/18/24 21:03:40,15,3,0.007089949,0
384642:10017,08/18/24 21:09:10,25,9,0.011809705,0.000000002
384643:10017,08/18/24 21:18:44,17,3,0.008071559,0.000000003
384644:10017,08/18/24 21:25:06,1058,1058,0.468392276,0.426525049
384753:10035,08/20/24 18:22:53,629,380,0.000085948,0.000047753
384907:10048,08/23/24 14:01:56,38,23,0.001160107,0
384908:10048,08/23/24 14:16:24,45,37,0.001903260,0.001234313
384909:10048,08/23/24 14:33:34,42,33,0.003013701,0.002341441
384910:10048,08/23/24 14:49:38,49,40,0.003393632,0.002722256
384911:10048,08/23/24 15:08:27,68,6,0.004459947,0.000334159
384912:10048,08/23/24 15:34:50,74,9,0.004655086,0.000528413
384913:10048,08/23/24 16:03:22,19,6,0.001028001,0.000341458
384930:10049,08/23/24 18:59:39,46,38,0.010729400,0.007334422
384933:10049,08/23/24 19:17:07,631,624,0.286688622,0.264919452
384934:10049,08/23/24 23:22:14,22,13,0.010075558,0.001868755
384935:10049,08/23/24 23:30:44,1335,1335,0.538405749,0.515292131
384949:10050,08/24/24 09:44:59,1,0,0.000000063,0
384950:10050,08/24/24 09:56:24,195,184,0.083119276,0.070343262
384951:10050,08/24/24 11:11:49,963,963,0.456244998,0.428864325
384963:10052,08/24/24 21:16:58,2124,2124,0.920349017,0.870439900
384981:10056,08/25/24 14:27:30,2111,2111,0.914255388,0.865091947
385012:10059,08/26/24 14:25:11,287,287,0.123832406,0.115526949
385016:10061,08/26/24 19:21:54,801,801,0.367353918,0.342827374
385094:10066,08/28/24 20:26:13,963,963,0.444409637,0.417639819
385100:10068,08/29/24 06:07:26,32,32,0.007980838,0.007616439
385127:10069,08/29/24 11:15:54,2060,2060,0.877698402,0.831121339
385134:10070,08/30/24 02:42:01,318,318,0.137894805,0.129839305
385142:10072,08/30/24 07:44:26,1960,1960,0.838643949,0.791463593
385152:10073,08/31/24 00:19:45,1185,1174,0.545461911,0.503246834
385153:10073,08/31/24 07:59:35,860,860,0.327702760,0.311918293
385167:10074,08/31/24 17:21:27,1,0,0.000000105,0
385168:10074,08/31/24 17:40:42,2074,2074,0.890096817,0.840681587
385178:10075,09/01/24 09:21:47,522,522,0.230714221,0.215327263
385192:10077,09/01/24 18:03:59,1,0,0.000000100,0
385194:10077,09/01/24 18:14:26,1414,1414,0.650640596,0.606789068
385260:10082,09/03/24 09:33:45,557,557,0.251375833,0.234430114
385281:10084,09/03/24 18:26:59,1430,1417,0.657434071,0.605642349
385282:10084,09/04/24 03:42:05,58,12,0.024142760,0.000000419
385284:10084,09/04/24 04:04:19,163,153,0.063890155,0.050605410
385285:10084,09/04/24 05:07:39,318,299,0.109841953,0.096915687
385286:10084,09/04/24 07:10:58,1459,1459,0.349509357,0.339666812
385311:10086,09/04/24 20:09:11,119,110,0.043916699,0.033711084
385312:10086,09/04/24 20:54:59,431,431,0.204228806,0.191187174
385322:10087,09/05/24 04:00:21,1,0,0.000000043,0
385324:10087,09/05/24 04:12:54,1853,1853,0.801989075,0.754874387
385343:10089,09/05/24 19:09:04,1,0,0.000000110,0
385354:10090,09/05/24 23:26:07,823,818,0.376691680,0.349579420
385355:10090,09/06/24 04:45:27,957,957,0.414138888,0.389676589
385383:10091,09/06/24 14:21:07,457,416,0.204866055,0.154224525
385384:10091,09/06/24 17:18:06,16,7,0.007517721,0.000000515
385385:10091,09/06/24 17:24:13,13,4,0.006125793,0.000001029
385386:10091,09/06/24 17:28:57,37,30,0.017428734,0.006135670
385387:10091,09/06/24 17:42:59,366,366,0.173235646,0.162239438
385390:10092,09/06/24 22:09:19,1672,1662,0.761339925,0.711341596
385391:10092,09/07/24 08:58:33,551,551,0.182129419,0.174585359
385408:10093,09/07/24 16:39:47,420,420,0.187709882,0.177162156
385415:10094,09/07/24 21:24:20,522,522,0.235446939,0.221740372
385422:10095,09/08/24 04:03:50,1139,1129,0.527778373,0.485404361
385423:10095,09/08/24 11:26:06,400,396,0.181460714,0.166470517
385424:10095,09/08/24 14:01:18,642,642,0.221889182,0.210198243
385437:10096,09/08/24 20:25:39,792,792,0.364677110,0.339343542
385442:10097,09/09/24 03:46:46,3,0,0.000693597,0
385443:10097,09/09/24 03:47:36,1607,1596,0.733242654,0.683024303
385444:10097,09/09/24 14:11:45,168,156,0.062102346,0.054312219
385447:10097,09/09/24 15:16:47,180,180,0.061629334,0.058902887
385474:10098,09/09/24 19:19:12,734,734,0.331958082,0.311448573
385478:10099,09/10/24 02:05:33,663,657,0.302533573,0.271746621
385479:10099,09/10/24 06:23:00,12,6,0.005632057,0.000295032
385480:10099,09/10/24 06:27:18,15,6,0.007069801,0.000154891
385481:10099,09/10/24 06:33:02,121,104,0.057137289,0.044588563
385483:10099,09/10/24 07:19:45,30,22,0.014187690,0.009101369
385484:10099,09/10/24 07:31:07,20,19,0.009358473,0.007832307
385511:10100,09/10/24 12:03:36,123,115,0.046499268,0.039932764
385512:10100,09/10/24 12:50:53,32,23,0.015142453,0.009212527
385513:10100,09/10/24 13:03:20,30,20,0.014169564,0.008171186
385514:10100,09/10/24 13:14:48,40,26,0.018985450,0.010305464
385515:10100,09/10/24 13:30:08,1645,1645,0.735517405,0.684183928
385532:10102,09/11/24 04:38:32,11,11,0.003725679,0.003645418
385567:10104,09/11/24 12:23:56,373,364,0.139488279,0.127841454
385568:10104,09/11/24 14:48:38,257,257,0.120434916,0.112835478
385589:10105,09/11/24 22:25:56,229,224,0.097017234,0.088886431
385590:10105,09/11/24 23:54:23,10,4,0.004717063,0.000000018
385591:10105,09/11/24 23:58:16,23,18,0.010838151,0.004839445
385592:10105,09/12/24 00:06:53,55,23,0.026028741,0.005437028
385598:10105,09/12/24 00:28:15,33,12,0.015587650,0.004463663
385600:10105,09/12/24 00:40:47,119,60,0.056333931,0.019188560
385602:10105,09/12/24 01:27:02,46,11,0.021893589,0.004074315
385604:10105,09/12/24 01:44:44,1104,1093,0.508751489,0.474860083
385606:10105,09/12/24 08:53:23,650,650,0.216638410,0.207931987
385616:10107,09/12/24 15:19:53,1,0,0.000000051,0
385618:10107,09/12/24 15:32:24,179,168,0.075262865,0.064402106
385619:10107,09/12/24 16:43:37,107,98,0.050648837,0.042138581
385620:10107,09/12/24 17:24:52,1785,1785,0.775223679,0.732954350
385692:10109,09/13/24 16:22:30,10,0,0.003472915,0
385697:10109,09/13/24 16:26:05,32,32,0.006714436,0.006132321
385712:10112,09/13/24 22:05:27,509,501,0.227955791,0.206489632
385713:10112,09/14/24 01:23:03,615,615,0.290553850,0.272733974
385727:10115,09/14/24 07:44:22,554,530,0.254227603,0.224908583
385728:10115,09/14/24 11:19:03,1109,1109,0.520398244,0.485951346
385737:10116,09/14/24 21:56:15,1,0,0.000000107,0
385738:10116,09/14/24 22:08:12,1727,1718,0.803844346,0.743842258
385739:10116,09/15/24 09:18:37,433,433,0.144225289,0.138650579
385754:10117,09/15/24 13:59:45,112,112,0.041161227,0.038035726
385764:10118,09/15/24 16:39:16,2237,2236,0.960194603,0.899338762
385798:10119,09/16/24 09:32:21,5,0,0.001008646,0
385799:10119,09/16/24 09:34:30,35,23,0.009116342,0.004377597
385801:10119,09/16/24 09:48:03,102,102,0.045740161,0.042702009
385836:10122,09/16/24 18:05:40,159,151,0.065619934,0.055385786
385837:10122,09/16/24 19:07:09,29,24,0.013684915,0.000000909
385838:10122,09/16/24 19:18:14,22,10,0.010476701,0.000000583
385839:10122,09/16/24 19:26:30,21,17,0.009924576,0.000000077
385840:10122,09/16/24 19:34:34,28,17,0.013270160,0.000000392
385841:10122,09/16/24 19:45:17,105,97,0.049742273,0.041613899
385842:10122,09/16/24 20:25:55,1972,1960,0.828646709,0.776866956
385863:10123,09/17/24 11:26:26,29,29,0.006611260,0.006294859
385882:10125,09/17/24 16:00:01,136,127,0.052348401,0.040870494
385883:10125,09/17/24 16:52:11,60,50,0.028372952,0.000003347
385884:10125,09/17/24 17:15:22,8,3,0.003783436,0.000000212
385885:10125,09/17/24 17:18:25,28,9,0.013184729,0
385887:10125,09/17/24 17:28:59,10,2,0.004782220,0.000670981
385888:10125,09/17/24 17:32:38,234,225,0.110692529,0.077657792
385889:10125,09/17/24 19:03:21,1643,1643,0.706210759,0.664035388
385908:10126,09/18/24 07:49:13,880,875,0.406613072,0.376957185
385915:10126,09/18/24 13:31:00,628,627,0.292294587,0.271564535
385933:10127,09/18/24 20:14:07,193,182,0.080534389,0.068959863
385934:10127,09/18/24 21:29:03,1284,1284,0.598420974,0.550622701
385971:10129,09/19/24 16:21:49,9,0,0.000000027,0
385972:10129,09/19/24 16:24:47,93,81,0.000102858,0.000016006
385976:10129,09/19/24 17:00:36,227,227,0.000000910,0.000000896
385986:10130,09/19/24 22:28:55,2010,2010,0.886404367,0.825970265
386003:10132,09/20/24 15:45:49,40,0,0.010613589,0.000016986
386006:10132,09/20/24 16:00:56,32,17,0.012928146,0.005511418
386008:10132,09/20/24 16:13:06,67,49,0.031530166,0.018713773
386010:10132,09/20/24 16:39:00,903,903,0.427452628,0.400193926
386024:10134,09/21/24 03:07:35,1,0,0.000000105,0
386025:10134,09/21/24 03:22:04,1877,1877,0.845555881,0.791971074
386047:10137,09/22/24 06:41:15,408,392,0.184238240,0.169038722
386048:10137,09/22/24 09:19:19,22,12,0.010381218,0.002324273
386049:10137,09/22/24 09:27:50,41,33,0.019384653,0.014955422
386050:10137,09/22/24 09:43:42,806,806,0.391516670,0.382499682
386071:10138,09/22/24 20:48:31,1097,1097,0.124139920,0.119369646
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#104,278,133511,131095,56.462360716,51.722907181
